Unnamed: 0,BREED,GENDER_01,AGEATSURGERYmo,BODYWEIGHTKG,Taglia,BCS,YEAR,GENERATION,STEMSIZE,CUPSIZE,NECKSIZE,HEADSIZE,ALO,CUPRETROVERSION,STEMANTEVERSIONREAL,RECTUSFEMORISM.RELEASE,LUX_01,LUX_CR,mse
1738,10.0,1.0,54.2333333333333,39.0,1.0,6.0,2008.0,3.0,0.0,3.0,4.0,0.0,40.0,17.0,24.2,0.0,0,0.0,1.998849722898007
1739,5.0,1.0,52.3333333333333,36.0,1.0,6.0,2008.0,3.0,0.0,3.0,4.0,0.0,47.0,28.0,35.3,2.0,0,0.0,1.998849722898007
1740,12.0,1.0,65.9333333333333,31.0,1.0,5.0,2008.0,3.0,1.0,2.0,4.0,0.0,45.0,12.0,27.7,0.0,0,0.0,1.998849722898007
1741,5.0,0.0,9.36666666666667,33.6,1.0,6.0,2008.0,3.0,1.0,3.0,4.0,0.0,40.0,27.0,27.7,0.0,0,0.0,1.998849722898007
1742,5.0,0.0,10.6,34.7,1.0,6.0,2008.0,3.0,1.0,3.0,4.0,0.0,45.0,30.0,22.5,0.0,0,0.0,1.998849722898007
1743,8.0,0.0,23.4,48.0,1.0,6.0,2008.0,3.0,1.0,3.0,4.0,0.0,45.0,17.0,19.2,0.0,0,0.0,1.998849722898007
1744,10.0,1.0,8.46666666666667,30.0,1.0,7.0,2008.0,3.0,0.0,3.0,4.0,0.0,48.0,12.0,29.5,0.0,0,0.0,1.998849722898007
1745,10.0,1.0,9.76666666666667,33.0,1.0,7.0,2008.0,3.0,0.0,3.0,4.0,0.0,50.0,20.0,31.3,0.0,0,0.0,1.998849722898007
1746,10.0,1.0,10.9666666666667,22.0,1.0,5.0,2008.0,3.0,3.0,2.0,3.0,0.0,50.0,20.0,22.5,0.0,0,0.0,1.998849722898007
1747,10.0,0.0,99.5,40.0,1.0,6.0,2008.0,3.0,1.0,3.0,5.0,0.0,45.0,20.0,31.3,0.0,0,0.0,1.998849722898007
1748,5.0,0.0,84.0333333333333,40.0,1.0,6.0,2008.0,3.0,1.0,3.0,4.0,0.0,48.0,20.0,17.7,0.0,0,0.0,1.998849722898007
1749,5.0,1.0,8.5,23.5,1.0,5.0,2008.0,3.0,0.0,2.0,4.0,0.0,46.0,16.0,31.3,0.0,0,0.0,1.998849722898007
1750,5.0,1.0,21.9,22.0,1.0,5.0,2008.0,3.0,0.0,2.0,3.0,0.0,43.0,22.0,25.9,0.0,0,0.0,1.998849722898007
1751,5.0,1.0,8.8,29.0,1.0,5.0,2008.0,3.0,0.0,3.0,4.0,0.0,43.0,8.0,27.7,0.0,0,0.0,1.998849722898007
1752,10.0,0.0,37.9,42.0,1.0,6.0,2008.0,3.0,0.0,2.0,4.0,0.0,46.0,15.0,22.5,0.0,0,0.0,1.998849722898007
1753,5.0,0.0,10.1333333333333,37.5,1.0,6.0,2008.0,3.0,1.0,3.0,4.0,0.0,49.0,15.0,24.2,0.0,0,0.0,1.998849722898007
1754,3.0,1.0,12.2,35.0,1.0,5.0,2008.0,3.0,1.0,5.0,4.0,0.0,40.0,23.0,24.2,0.0,0,0.0,1.998849722898007
1755,10.0,1.0,7.2,23.0,1.0,5.0,2008.0,3.0,0.0,2.0,4.0,0.0,44.0,17.0,27.7,0.0,0,0.0,1.998849722898007
1756,10.0,1.0,87.1666666666667,32.0,1.0,6.0,2008.0,3.0,0.0,3.0,3.0,0.0,46.0,15.0,31.3,0.0,0,0.0,1.998849722898007
1757,7.0,0.0,67.4,72.0,1.0,7.0,2008.0,3.0,1.0,6.0,5.0,1.0,41.0,13.0,24.2,0.0,0,0.0,1.998849722898007
1758,10.0,1.0,32.0666666666667,32.0,1.0,6.0,2008.0,3.0,0.0,2.0,4.0,0.0,47.0,33.0,37.3,0.0,0,0.0,1.998849722898007
1759,5.0,1.0,81.4333333333333,44.5,1.0,7.0,2008.0,3.0,1.0,3.0,5.0,0.0,46.0,10.0,35.3,0.0,0,0.0,1.998849722898007
1760,10.0,1.0,11.0333333333333,25.0,1.0,5.0,2008.0,3.0,3.0,2.0,4.0,0.0,42.0,26.0,39.5,0.0,0,0.0,1.998849722898007
1761,10.0,1.0,13.2,27.0,1.0,5.0,2008.0,3.0,3.0,2.0,4.0,0.0,45.0,18.0,31.3,0.0,0,0.0,1.998849722898007
1762,8.0,1.0,65.4,45.0,1.0,6.0,2008.0,3.0,1.0,3.0,4.0,0.0,48.0,9.0,20.8,0.0,0,0.0,1.998849722898007
1763,8.0,1.0,69.2666666666667,43.0,1.0,6.0,2008.0,3.0,1.0,6.0,4.0,1.0,48.0,16.0,27.7,0.0,0,0.0,1.998849722898007
1764,1.0,0.0,8.83333333333333,17.0,0.0,5.0,2008.0,3.0,2.0,1.0,3.0,0.0,48.0,12.0,27.7,0.0,0,0.0,1.998849722898007
1765,1.0,0.0,12.9,19.4,0.0,5.0,2008.0,3.0,3.0,2.0,3.0,0.0,45.0,15.0,20.8,0.0,0,0.0,1.998849722898007
1766,10.0,1.0,34.2666666666667,35.0,1.0,6.0,2008.0,3.0,0.0,3.0,4.0,0.0,45.0,7.0,37.3,0.0,0,0.0,1.998849722898007
1767,6.0,0.0,69.1333333333333,30.0,1.0,6.0,2008.0,3.0,3.0,2.0,4.0,0.0,46.0,24.0,31.3,0.0,0,0.0,1.998849722898007
1768,10.0,1.0,9.9,33.0,1.0,7.0,2008.0,3.0,0.0,3.0,4.0,0.0,52.0,23.0,27.7,0.0,0,0.0,1.998849722898007
1769,11.0,0.0,48.0666666666667,25.0,1.0,5.0,2008.0,3.0,0.0,2.0,3.0,0.0,46.0,34.0,20.8,0.0,0,0.0,1.998849722898007
1770,5.0,0.0,82.6,45.0,1.0,6.0,2008.0,3.0,1.0,3.0,5.0,0.0,50.0,24.0,25.9,0.0,0,0.0,1.998849722898007
1771,5.0,0.0,85.8333333333333,37.0,1.0,5.0,2008.0,3.0,1.0,3.0,6.0,0.0,48.0,24.0,27.7,0.0,0,0.0,1.998849722898007
1772,9.0,0.0,9.93333333333333,50.0,1.0,7.0,2008.0,3.0,1.0,6.0,4.0,1.0,47.0,9.0,17.7,0.0,0,0.0,1.998849722898007
1773,5.0,1.0,8.53333333333333,26.0,1.0,5.0,2008.0,3.0,0.0,2.0,4.0,0.0,46.0,16.0,17.7,0.0,0,0.0,1.998849722898007
1774,12.0,1.0,14.2333333333333,33.0,1.0,5.0,2008.0,3.0,0.0,3.0,4.0,0.0,45.0,32.0,31.3,0.0,0,0.0,1.998849722898007
1775,5.0,0.0,13.3,38.0,1.0,5.0,2008.0,3.0,1.0,3.0,4.0,0.0,51.0,18.0,31.3,0.0,0,0.0,1.998849722898007
1776,5.0,1.0,64.1,29.5,1.0,5.0,2008.0,3.0,0.0,2.0,3.0,0.0,51.0,23.0,19.2,0.0,0,0.0,1.998849722898007
1777,2.0,1.0,9.96666666666667,20.0,0.0,5.0,2008.0,3.0,3.0,1.0,3.0,0.0,48.0,4.0,14.6,0.0,0,0.0,1.998849722898007
1778,5.0,0.0,79.7,31.0,1.0,5.0,2008.0,3.0,0.0,2.0,4.0,0.0,46.0,23.0,33.3,0.0,0,0.0,1.998849722898007
1779,5.0,0.0,84.6666666666667,31.0,1.0,5.0,2008.0,3.0,0.0,3.0,5.0,0.0,50.0,28.0,31.3,0.0,0,0.0,1.998849722898007
1780,5.0,0.0,9.43333333333333,29.0,1.0,5.0,2008.0,3.0,0.0,2.0,4.0,0.0,49.0,26.0,31.3,0.0,0,0.0,1.998849722898007
1781,7.0,0.0,55.1333333333333,59.0,1.0,6.0,2008.0,3.0,1.0,8.0,6.0,1.0,47.0,20.0,27.7,0.0,0,0.0,1.998849722898007
1782,13.0,0.0,7.93333333333333,46.0,1.0,5.0,2008.0,3.0,1.0,6.0,5.0,1.0,51.0,35.0,27.7,0.0,0,0.0,1.998849722898007
1783,10.0,0.0,7.96666666666667,27.0,1.0,5.0,2008.0,3.0,3.0,2.0,4.0,0.0,47.0,9.0,20.8,0.0,0,0.0,1.998849722898007
1784,10.0,0.0,8.6,28.0,1.0,5.0,2008.0,3.0,3.0,2.0,4.0,0.0,47.0,15.0,31.3,0.0,0,0.0,1.998849722898007
1785,10.0,0.0,141.733333333333,34.0,1.0,5.0,2008.0,3.0,0.0,3.0,4.0,0.0,49.0,13.0,25.9,0.0,0,0.0,1.998849722898007
1786,10.0,1.0,11.0666666666667,23.0,1.0,5.0,2008.0,3.0,3.0,1.0,3.0,0.0,45.0,14.0,35.3,0.0,0,0.0,1.998849722898007
1787,5.0,1.0,143.766666666667,33.0,1.0,5.0,2008.0,3.0,0.0,3.0,5.0,0.0,43.0,15.0,27.7,0.0,0,0.0,1.998849722898007
1788,10.0,0.0,12.0333333333333,42.0,1.0,6.0,2008.0,3.0,1.0,3.0,4.0,0.0,42.0,35.0,24.2,0.0,0,0.0,1.998849722898007
1789,6.0,1.0,105.6,21.0,1.0,5.0,2008.0,3.0,3.0,2.0,3.0,0.0,48.0,26.0,20.8,0.0,0,0.0,1.998849722898007
1790,6.0,0.0,90.6,23.0,1.0,5.0,2008.0,3.0,3.0,2.0,3.0,0.0,43.0,17.0,31.3,0.0,0,0.0,1.998849722898007
1791,10.0,1.0,62.9666666666667,36.0,1.0,7.0,2008.0,3.0,0.0,3.0,4.0,0.0,45.0,7.0,14.6,0.0,0,0.0,1.998849722898007
1792,3.0,0.0,48.4,39.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,42.0,9.0,14.6,0.0,0,0.0,1.998849722898007
1793,10.0,0.0,10.2333333333333,34.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,46.0,12.0,25.9,0.0,0,0.0,1.998849722898007
1794,5.0,0.0,99.6,46.0,1.0,7.0,2007.0,3.0,1.0,8.0,6.0,1.0,49.0,24.0,35.3,0.0,0,0.0,1.998849722898007
1795,10.0,1.0,17.3,31.0,1.0,6.0,2007.0,3.0,3.0,2.0,4.0,0.0,45.0,16.0,31.3,0.0,0,0.0,1.998849722898007
1796,10.0,0.0,83.9666666666667,44.5,1.0,7.0,2007.0,3.0,0.0,2.0,4.0,0.0,42.0,14.0,25.9,0.0,0,0.0,1.998849722898007
1797,11.0,1.0,36.8666666666667,19.8,0.0,5.0,2007.0,3.0,2.0,1.0,3.0,0.0,48.0,40.0,55.5,0.0,0,0.0,1.998849722898007
1798,11.0,1.0,40.9333333333333,17.7,0.0,5.0,2007.0,3.0,2.0,1.0,3.0,0.0,50.0,30.0,41.7,0.0,0,0.0,1.998849722898007
1799,11.0,1.0,14.0333333333333,24.3,1.0,5.0,2007.0,3.0,3.0,1.0,3.0,0.0,43.0,4.0,22.5,0.0,0,0.0,1.998849722898007
1800,3.0,0.0,9.06666666666667,23.5,1.0,5.0,2007.0,3.0,3.0,2.0,3.0,0.0,45.0,20.0,31.3,0.0,0,0.0,1.998849722898007
1801,9.0,1.0,8.4,30.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,46.0,11.0,29.5,0.0,0,0.0,1.998849722898007
1802,9.0,1.0,9.53333333333333,30.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,45.0,15.0,31.3,0.0,0,0.0,1.998849722898007
1803,6.0,0.0,24.5666666666667,20.0,0.0,5.0,2007.0,3.0,3.0,2.0,3.0,0.0,48.0,13.0,27.7,0.0,0,0.0,1.998849722898007
1804,5.0,1.0,8.36666666666667,26.4,1.0,6.0,2007.0,3.0,0.0,2.0,4.0,0.0,48.0,11.0,20.8,0.0,0,0.0,1.998849722898007
1805,5.0,1.0,9.33333333333333,26.0,1.0,6.0,2007.0,3.0,0.0,2.0,4.0,0.0,48.0,12.0,27.7,0.0,0,0.0,1.998849722898007
1806,10.0,0.0,39.7333333333333,35.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,47.0,15.0,31.3,0.0,0,0.0,1.998849722898007
1807,5.0,0.0,97.0666666666667,42.0,1.0,6.0,2007.0,3.0,1.0,3.0,5.0,0.0,44.0,30.0,31.3,0.0,0,0.0,1.998849722898007
1808,5.0,1.0,8.33333333333333,27.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,48.0,25.0,29.5,0.0,0,0.0,1.998849722898007
1809,5.0,1.0,65.5333333333333,34.0,1.0,5.0,2007.0,3.0,1.0,3.0,4.0,0.0,51.0,18.0,27.7,0.0,0,0.0,1.998849722898007
1810,5.0,1.0,71.1333333333333,35.0,1.0,5.0,2007.0,3.0,1.0,3.0,4.0,0.0,45.0,13.0,22.5,0.0,0,0.0,1.998849722898007
1811,5.0,0.0,105.633333333333,37.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,46.0,25.0,27.7,0.0,0,0.0,1.998849722898007
1812,5.0,0.0,93.5666666666667,36.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,43.0,34.0,27.7,0.0,0,0.0,1.998849722898007
1813,5.0,0.0,98.2,35.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,48.0,20.0,27.7,0.0,0,0.0,1.998849722898007
1814,3.0,0.0,8.33333333333333,25.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,43.0,29.0,27.7,0.0,0,0.0,1.998849722898007
1815,10.0,1.0,55.7,31.0,1.0,6.0,2007.0,3.0,0.0,2.0,4.0,0.0,49.0,20.0,35.3,0.0,0,0.0,1.998849722898007
1816,5.0,1.0,95.9333333333333,45.0,1.0,6.0,2007.0,3.0,1.0,6.0,5.0,1.0,49.0,20.0,14.6,0.0,0,0.0,1.998849722898007
1817,10.0,0.0,9.1,21.0,1.0,5.0,2007.0,3.0,3.0,2.0,4.0,0.0,43.0,22.0,31.3,0.0,0,0.0,1.998849722898007
1818,3.0,0.0,47.2,51.0,1.0,6.0,2007.0,3.0,1.0,6.0,5.0,1.0,46.0,23.0,27.7,0.0,0,0.0,1.998849722898007
1819,5.0,0.0,77.5333333333333,48.0,1.0,6.0,2007.0,3.0,1.0,3.0,5.0,0.0,45.0,10.0,24.2,0.0,0,0.0,1.998849722898007
1820,6.0,0.0,89.4333333333333,27.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,45.0,15.0,2.7,0.0,0,0.0,1.998849722898007
1821,5.0,1.0,8.73333333333333,24.0,1.0,5.0,2007.0,3.0,3.0,2.0,3.0,0.0,50.0,14.0,24.2,0.0,0,0.0,1.998849722898007
1822,5.0,1.0,9.5,25.5,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,48.0,10.0,22.5,0.0,0,0.0,1.998849722898007
1823,1.0,0.0,7.83333333333333,20.0,0.0,5.0,2007.0,3.0,3.0,3.0,3.0,0.0,45.0,31.0,27.7,0.0,0,0.0,1.998849722898007
1824,5.0,1.0,103.766666666667,30.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,46.0,18.0,14.6,0.0,0,0.0,1.998849722898007
1825,3.0,1.0,21.1666666666667,51.0,1.0,6.0,2007.0,3.0,1.0,3.0,5.0,0.0,48.0,3.0,4.2,0.0,0,0.0,1.998849722898007
1826,10.0,0.0,8.66666666666667,27.3,1.0,5.0,2007.0,3.0,0.0,1.0,4.0,0.0,43.0,9.0,1.7,0.0,0,0.0,1.998849722898007
1827,3.0,1.0,93.7333333333333,30.0,1.0,6.0,2007.0,3.0,3.0,2.0,4.0,0.0,50.0,20.0,22.5,0.0,0,0.0,1.998849722898007
1828,8.0,0.0,9.4,44.0,1.0,6.0,2007.0,3.0,1.0,3.0,4.0,0.0,46.0,25.0,22.5,0.0,0,0.0,1.998849722898007
1829,8.0,0.0,62.1,53.0,1.0,6.0,2007.0,3.0,1.0,3.0,4.0,0.0,50.0,18.0,22.5,0.0,0,0.0,1.998849722898007
1830,7.0,0.0,11.5333333333333,60.0,1.0,7.0,2007.0,3.0,1.0,6.0,5.0,1.0,45.0,15.0,31.3,0.0,0,0.0,1.998849722898007
1831,10.0,1.0,87.0,35.0,1.0,6.0,2007.0,3.0,0.0,3.0,4.0,0.0,43.0,30.0,24.2,0.0,0,0.0,1.998849722898007
1832,3.0,0.0,9.6,40.0,1.0,6.0,2007.0,3.0,1.0,3.0,4.0,0.0,49.0,0.0,33.3,0.0,0,0.0,1.998849722898007
1833,9.0,1.0,31.6,38.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,47.0,16.0,27.7,0.0,0,0.0,1.998849722898007
1834,9.0,1.0,26.2333333333333,48.0,1.0,5.0,2007.0,3.0,1.0,3.0,4.0,0.0,45.0,0.0,25.9,0.0,0,0.0,1.998849722898007
1835,12.0,1.0,115.0,31.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,49.0,18.0,24.2,0.0,0,0.0,1.998849722898007
1836,12.0,1.0,118.266666666667,33.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,49.0,14.0,20.8,0.0,0,0.0,1.998849722898007
1837,8.0,1.0,7.73333333333333,30.0,1.0,6.0,2007.0,3.0,0.0,2.0,4.0,0.0,46.0,12.0,17.7,0.0,0,0.0,1.998849722898007
1838,8.0,1.0,9.13333333333333,33.0,1.0,6.0,2007.0,3.0,0.0,2.0,4.0,0.0,48.0,16.0,31.3,0.0,0,0.0,1.998849722898007
1839,5.0,1.0,7.96666666666667,25.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,36.0,17.0,27.7,0.0,0,0.0,1.998849722898007
1840,5.0,1.0,9.43333333333333,28.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,45.0,22.0,35.3,0.0,0,0.0,1.998849722898007
1841,1.0,0.0,54.1666666666667,45.0,1.0,6.0,2007.0,3.0,0.0,3.0,4.0,0.0,45.0,25.0,20.8,0.0,0,0.0,1.998849722898007
1842,5.0,0.0,110.6,29.0,1.0,5.0,2007.0,3.0,0.0,3.0,5.0,0.0,48.0,30.0,14.6,0.0,0,0.0,1.998849722898007
1843,5.0,1.0,6.1,17.0,0.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,45.0,18.0,33.3,0.0,0,0.0,1.998849722898007
1844,3.0,0.0,95.4,58.0,1.0,5.0,2007.0,3.0,1.0,6.0,6.0,1.0,50.0,16.0,22.5,0.0,0,0.0,1.998849722898007
1845,5.0,1.0,61.6666666666667,40.0,1.0,7.0,2007.0,3.0,1.0,3.0,4.0,0.0,46.0,21.0,11.5,0.0,0,0.0,1.998849722898007
1846,13.0,1.0,59.1,49.0,1.0,5.0,2007.0,3.0,1.0,3.0,4.0,0.0,52.0,30.0,31.3,0.0,0,0.0,1.998849722898007
1847,5.0,0.0,69.8666666666667,42.0,1.0,6.0,2007.0,3.0,1.0,3.0,5.0,0.0,44.0,27.0,24.2,0.0,0,0.0,1.998849722898007
1848,12.0,1.0,61.5333333333333,31.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,47.0,15.0,24.2,0.0,0,0.0,1.998849722898007
1849,10.0,1.0,88.4333333333333,45.0,1.0,7.0,2007.0,3.0,0.0,3.0,5.0,0.0,50.0,20.0,22.5,0.0,0,0.0,1.998849722898007
1850,8.0,1.0,72.8666666666667,42.0,1.0,5.0,2007.0,3.0,1.0,3.0,4.0,0.0,43.0,0.0,31.3,0.0,0,0.0,1.998849722898007
1851,8.0,0.0,15.3,42.0,1.0,5.0,2007.0,3.0,1.0,3.0,4.0,0.0,43.0,12.0,17.7,0.0,0,0.0,1.998849722898007
1852,12.0,0.0,27.4,35.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,43.0,10.0,31.3,0.0,0,0.0,1.998849722898007
1853,10.0,0.0,95.0666666666667,40.0,1.0,6.0,2007.0,3.0,1.0,3.0,4.0,0.0,39.0,14.0,13.1,0.0,0,0.0,1.998849722898007
1854,5.0,0.0,73.1333333333333,40.0,1.0,6.0,2007.0,3.0,1.0,3.0,4.0,0.0,47.0,32.0,17.7,0.0,0,0.0,1.998849722898007
1855,3.0,0.0,40.8,63.0,1.0,5.0,2007.0,3.0,1.0,8.0,6.0,1.0,44.0,11.0,17.7,0.0,0,0.0,1.998849722898007
1856,8.0,1.0,13.6,37.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,47.0,16.0,22.5,0.0,0,0.0,1.998849722898007
1857,5.0,1.0,20.0333333333333,23.0,1.0,5.0,2007.0,3.0,0.0,2.0,3.0,0.0,49.0,24.0,22.5,0.0,0,0.0,1.998849722898007
1858,12.0,1.0,51.4,37.0,1.0,5.0,2007.0,3.0,1.0,3.0,4.0,0.0,47.0,26.0,24.2,0.0,0,0.0,1.998849722898007
1859,1.0,0.0,12.4666666666667,19.5,0.0,5.0,2007.0,3.0,2.0,1.0,3.0,0.0,47.0,8.0,27.7,0.0,0,0.0,1.998849722898007
1860,10.0,1.0,108.066666666667,34.5,1.0,6.0,2007.0,3.0,0.0,2.0,4.0,0.0,40.0,12.0,31.3,0.0,0,0.0,1.998849722898007
1861,10.0,1.0,10.6333333333333,30.0,1.0,6.0,2007.0,3.0,0.0,2.0,4.0,0.0,50.0,21.0,24.2,0.0,0,0.0,1.998849722898007
1862,10.0,1.0,8.63333333333333,30.0,1.0,7.0,2007.0,3.0,0.0,2.0,4.0,0.0,45.0,15.0,20.8,0.0,0,0.0,1.998849722898007
1863,5.0,0.0,64.4,38.0,1.0,6.0,2007.0,3.0,1.0,3.0,5.0,0.0,49.0,15.0,27.7,0.0,0,0.0,1.998849722898007
1864,13.0,1.0,77.2666666666667,44.5,1.0,5.0,2007.0,3.0,0.0,3.0,5.0,0.0,42.0,20.0,19.2,0.0,0,0.0,1.998849722898007
1865,7.0,1.0,60.7666666666667,51.5,1.0,6.0,2007.0,3.0,1.0,3.0,5.0,0.0,49.0,11.0,11.5,0.0,0,0.0,1.998849722898007
1866,10.0,0.0,9.5,28.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,52.0,25.0,22.5,0.0,0,0.0,1.998849722898007
1867,11.0,1.0,25.2666666666667,20.0,0.0,5.0,2007.0,3.0,2.0,1.0,3.0,0.0,46.0,14.0,41.7,0.0,0,0.0,1.998849722898007
1868,5.0,0.0,41.9333333333333,48.0,1.0,6.0,2007.0,3.0,1.0,3.0,4.0,0.0,51.0,17.0,19.2,0.0,0,0.0,1.998849722898007
1869,10.0,0.0,11.3,29.0,1.0,5.0,2007.0,3.0,0.0,2.0,3.0,0.0,48.0,15.0,31.3,0.0,0,0.0,1.998849722898007
1870,10.0,0.0,12.5333333333333,27.3,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,50.0,20.0,31.3,0.0,0,0.0,1.998849722898007
1871,10.0,0.0,7.03333333333333,27.6,1.0,5.0,2007.0,3.0,3.0,2.0,4.0,0.0,41.0,9.0,14.6,0.0,0,0.0,1.998849722898007
1872,10.0,1.0,61.0333333333333,35.0,1.0,6.0,2007.0,3.0,3.0,2.0,4.0,0.0,50.0,16.0,31.3,0.0,0,0.0,1.998849722898007
1873,8.0,0.0,17.4333333333333,36.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,50.0,8.0,16.1,0.0,0,0.0,1.998849722898007
1874,2.0,0.0,11.2,30.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,41.0,28.0,10.1,0.0,0,0.0,1.998849722898007
1875,2.0,0.0,14.2,34.0,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,44.0,20.0,22.5,0.0,0,0.0,1.998849722898007
1876,3.0,0.0,46.3,55.0,1.0,6.0,2007.0,3.0,1.0,6.0,5.0,1.0,50.0,11.0,8.6,0.0,0,0.0,1.998849722898007
1877,10.0,0.0,19.0,38.0,1.0,6.0,2007.0,3.0,0.0,2.0,4.0,0.0,52.0,18.0,17.7,0.0,0,0.0,1.998849722898007
1878,10.0,1.0,9.06666666666667,26.8,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,46.0,11.0,31.3,0.0,0,0.0,1.998849722898007
1879,10.0,1.0,9.76666666666667,29.6,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,48.0,16.0,24.2,0.0,0,0.0,1.998849722898007
1880,10.0,1.0,9.1,27.0,1.0,5.0,2007.0,3.0,0.0,2.0,3.0,0.0,46.0,10.0,7.1,0.0,0,0.0,1.998849722898007
1881,10.0,1.0,19.2666666666667,27.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,39.0,9.0,24.2,0.0,0,0.0,1.998849722898007
1882,10.0,1.0,9.76666666666667,27.0,1.0,5.0,2007.0,3.0,0.0,2.0,4.0,0.0,42.0,10.0,24.2,0.0,0,0.0,1.998849722898007
1883,5.0,0.0,7.93333333333333,28.0,1.0,5.0,2007.0,3.0,0.0,2.0,3.0,0.0,45.0,21.0,31.3,0.0,0,0.0,1.998849722898007
1884,6.0,0.0,8.7,18.0,0.0,5.0,2007.0,3.0,3.0,1.0,3.0,0.0,51.0,15.0,20.8,0.0,0,0.0,1.998849722898007
1885,6.0,0.0,9.4,17.0,0.0,5.0,2007.0,3.0,3.0,1.0,3.0,0.0,45.0,20.0,20.8,0.0,0,0.0,1.998849722898007
1886,9.0,0.0,9.66666666666667,42.5,1.0,6.0,2007.0,3.0,1.0,6.0,4.0,1.0,46.0,4.0,22.5,0.0,0,0.0,1.998849722898007
1887,9.0,0.0,11.3,43.0,1.0,6.0,2007.0,3.0,1.0,6.0,4.0,1.0,48.0,20.0,14.6,0.0,0,0.0,1.998849722898007
1888,5.0,0.0,101.766666666667,42.5,1.0,6.0,2007.0,3.0,1.0,3.0,5.0,0.0,45.0,21.0,16.1,0.0,0,0.0,1.998849722898007
1889,10.0,1.0,9.16666666666667,21.0,1.0,5.0,2007.0,3.0,3.0,1.0,3.0,0.0,45.0,14.0,39.5,0.0,0,0.0,1.998849722898007
1890,6.0,1.0,93.4,21.0,1.0,5.0,2007.0,3.0,3.0,2.0,3.0,0.0,43.0,23.0,24.2,0.0,0,0.0,1.998849722898007
1891,5.0,1.0,10.7666666666667,28.5,1.0,5.0,2007.0,3.0,0.0,3.0,4.0,0.0,50.0,16.0,17.7,0.0,0,0.0,1.998849722898007
1892,5.0,0.0,7.76666666666667,30.0,1.0,6.0,2006.0,3.0,0.0,3.0,4.0,0.0,44.0,14.0,31.3,0.0,0,0.0,1.998849722898007
1893,5.0,0.0,8.7,30.0,1.0,6.0,2006.0,3.0,0.0,3.0,4.0,0.0,43.0,30.0,19.2,0.0,0,0.0,1.998849722898007
1894,5.0,0.0,91.9666666666667,46.0,1.0,5.0,2006.0,3.0,1.0,6.0,5.0,1.0,40.0,22.0,35.3,0.0,0,0.0,1.998849722898007
1895,7.0,1.0,90.9,49.0,1.0,5.0,2006.0,3.0,0.0,3.0,5.0,0.0,44.0,20.0,35.3,0.0,0,0.0,1.998849722898007
1896,10.0,1.0,15.4333333333333,28.0,1.0,5.0,2006.0,3.0,3.0,2.0,4.0,0.0,46.0,0.0,17.7,0.0,0,0.0,1.998849722898007
1897,10.0,0.0,11.3,31.0,1.0,5.0,2006.0,3.0,3.0,2.0,4.0,0.0,48.0,10.0,14.6,0.0,0,0.0,1.998849722898007
1898,8.0,0.0,77.6,46.5,1.0,5.0,2006.0,3.0,1.0,3.0,5.0,0.0,45.0,17.0,22.5,0.0,0,0.0,1.998849722898007
1899,9.0,0.0,9.56666666666667,37.5,1.0,5.0,2006.0,3.0,0.0,6.0,4.0,1.0,41.0,22.0,24.2,0.0,0,0.0,1.998849722898007
1900,1.0,0.0,14.4666666666667,23.0,1.0,5.0,2006.0,3.0,3.0,2.0,4.0,0.0,43.0,14.0,24.2,0.0,0,0.0,1.998849722898007
