Unnamed: 0,BREED,GENDER_01,AGEATSURGERYmo,BODYWEIGHTKG,Taglia,BCS,YEAR,GENERATION,STEMSIZE,CUPSIZE,NECKSIZE,HEADSIZE,ALO,CUPRETROVERSION,STEMANTEVERSIONREAL,RECTUSFEMORISM.RELEASE,LUX_01,LUX_CR,mse
3465,9.522645621865566,0.6193385945336086,41.989552797976586,30.096692972668045,1.0,4.380661405466391,2013.5740473508024,4.238677189067217,0.7613228109327829,3.238677189067217,4.0,0.6193385945336086,41.90330702733196,26.95470875626887,31.3,0.0,1,1.0,1.998849722898007
3466,1.0000000000000009,0.0,22.63909988338274,19.722290508818247,0.1444581017636488,5.0,2005.5778324070543,3.144458101763649,2.144458101763649,1.1444581017636488,4.0,0.0,48.84433518589081,14.31132962821838,24.2,2.775557561562892e-17,1,5.551115123125783e-17,1.998849722898007
3467,3.779516670483947,0.0,33.61923593626271,35.0872405012597,1.0,5.0,2015.9322899977096,4.8220483329516055,0.1779516670483947,3.8220483329516055,4.0,0.8220483329516053,39.24566166933876,21.779516670483947,23.380299172201724,0.0,1,0.1779516670483947,1.998849722898007
3468,4.330838945235177,0.1478709939150196,11.07520024340968,31.57393549695751,1.0,4.14787099391502,2012.40851602434,4.0,1.0,5.556387018254941,4.0,0.8521290060849804,37.07019391481028,22.218064908725296,33.91001265719881,0.0,1,0.8521290060849803,1.998849722898007
3469,3.009352616313019,0.0023381540782548,12.021174932126376,62.92284091541759,1.0,6.997661845921745,2007.0,3.0,1.0,5.992985537765235,4.997661845921745,0.9976618459217452,47.98363292145221,17.978956613295708,31.283399106044392,0.0,1,0.0,1.998849722898007
3470,9.968288191107629,0.0317118088923718,11.094714698517937,30.777586129797285,1.0,6.0,2014.0317118088924,4.031711808892372,0.0,3.0,4.0,5.551115123125783e-17,45.15855904446186,17.03171180889237,22.66490140624033,1.936576382215256,1,0.968288191107628,1.998849722898007
3471,7.001925114314864,1.0,6.333296223510232,31.99499470278135,1.0,5.0,2004.0044919334011,3.0006417047716214,0.0019251143148646,2.9993582952283786,4.998716590456757,0.0,49.99679147614189,10.011550685889189,35.3,-5.551115123125783e-17,1,0.0006417047716215,1.998849722898007
3472,9.410008204291888,0.915715457755984,8.967427633795214,24.63213406683012,1.0,6.747146373267952,2012.084284542244,4.0,2.831430915511968,2.337138168976064,3.084284542244016,0.0842845422440158,38.66286183102393,27.32572366204787,29.98885034501529,0.915715457755984,1,1.0,1.998849722898007
3473,3.0014746612593,0.0002457768765499,8.500639019879031,34.799360980120966,1.0,5.0,2017.0009831075065,5.00024577687655,0.99975422312345,5.9995084462469,4.99975422312345,1.0,45.0,17.99926266937035,20.800417820690136,0.0,1,0.99975422312345,1.998849722898007
3474,2.9766046331257394,0.0,31.742818346909893,44.71925559750887,1.0,4.988302316562869,1999.2222559853053,2.046790733748522,1.0116976834371303,5.941511582814347,5.9766046331257385,0.9883023165628696,51.91811621594009,15.929813899377216,31.15845803041072,0.0,1,0.0,1.998849722898007
3475,3.003315755626104,0.0005526259376838,12.79896843158299,60.786405401932974,1.0,4.001105251875368,2020.996684244374,5.999447374062316,3.997789496249264,8.996684244373895,5.998894748124632,1.998894748124632,45.00276312968842,15.001657877813052,25.90099472668783,0.0,1,0.999447374062316,1.998849722898007
3476,9.982156458216792,0.9821564582167932,20.858492012529283,25.29449460543696,1.0,5.0,2016.9643129164333,5.0,2.9643129164335864,2.071374167132827,5.0,0.0178435417832068,41.96431291643359,26.785877498601515,14.897987147779556,0.0,1,0.0178435417832069,1.998849722898007
3477,11.887575332759738,0.0374748890800871,91.49668511733002,27.3447689795368,1.0,5.037474889080087,2008.2623242235609,3.0749497781601742,1.9250502218398255,2.037474889080088,4.0,0.0,45.18737444540044,21.85010044367965,31.165090399311687,0.0,1,0.9625251109199128,1.998849722898007
3478,9.97597986493534,0.0,15.64339254836428,33.972861076362804,1.0,5.00800671168822,2014.8959127480528,4.983986576623559,0.0080067116882205,6.0,4.00800671168822,1.0,44.92793959480602,14.927939594806016,27.671976509091227,1.9839865766235596,1,0.9919932883117796,1.998849722898007
3479,6.000318859978698,0.0003188599786982,9.550821556608994,19.31074558128213,0.0003188599786982,5.999681140021302,2015.9948982403407,4.999043420063905,1.9996811400213013,2.001275439914793,4.000956579936095,0.0003188599786983,42.00191315987219,19.000318859978695,31.3,0.0,1,0.0,1.998849722898007
3480,11.737579476815268,0.8687897384076333,70.69897605476365,29.209936418547787,1.0,5.131210261592367,2007.049682092739,3.1312102615923667,0.8687897384076333,2.1312102615923667,4.0,0.0,45.86878973840764,12.656051307961834,30.14534969798717,0.2624205231847333,1,0.1312102615923667,1.998849722898007
3481,9.99767694046372,0.99966813435196,8.500011062188271,29.999369455268724,1.0,5.99933626870392,2012.000995596944,4.00033186564804,0.0,3.0,4.0,0.0,45.99867253740784,14.9983406717598,35.29747782107489,0.0006637312960799,1,1.0,1.998849722898007
3482,4.87238220048341,0.0,44.21750290032929,21.81917539363949,0.3191535778314901,5.0,2011.5957678891573,4.31915357783149,2.04253926650553,2.3191535778314902,3.31915357783149,0.0,38.872382200483415,15.04253926650553,40.636082021201695,0.0,1,1.0,1.998849722898007
3483,3.010394842740274,0.0014849775343246,11.163449215342329,39.46851847627232,0.9985150224656753,4.0,2017.0014849775343,5.001484977534325,0.0044549326029743,3.997030044931351,3.9985150224656754,0.9985150224656754,40.007424887671625,23.001484977534325,19.21796822816533,1.9970300449313507,1,1.0,1.998849722898007
3484,6.7906297556331205,0.0,8.584985397461118,41.22035292288152,1.0,5.7906297556331205,2003.674961954935,3.3140553665503187,0.8953148778165604,5.685944633449681,5.104685122183439,0.8953148778165604,36.41874048873376,6.942166099650956,23.51954670580764,0.2093702443668792,1,0.1046851221834396,1.998849722898007
3485,7.173855103878782,1.0,9.464962457066644,36.391507136424266,1.0,5.0,2007.130724480606,2.8261448961212183,0.913072448060609,3.260782655818173,4.913072448060609,0.086927551939391,46.82614489612122,13.956869376727308,26.36940878047271,0.0,1,0.0,1.998849722898007
3486,10.0,-5.551115123125783e-17,8.636049225519603,30.608840214069343,1.0,5.0,2016.8805251337933,4.970131283448335,0.0,3.0,4.0,0.0,45.0,26.671444117931685,17.99868716551665,0.0,1,0.0298687165516648,1.998849722898007
3487,6.626602491094093,0.9066506227735232,13.453752642345185,47.76826953740481,1.0,6.093349377226477,2015.1598556049616,4.813301245547047,1.0,6.0,5.0,1.0,45.28004813167943,14.373397508905908,31.3,2.775557561562892e-17,1,0.9066506227735232,1.998849722898007
3488,7.0,0.9999980863693466,74.82986943298052,52.99996555464824,1.0,5.0,2000.0000076545225,2.000001913630653,1.0,6.0,6.999996172738693,1.0,47.99999808636935,19.99996172738693,31.299996555464823,0.0,1,0.0,1.998849722898007
3489,9.986950253948478,0.0,15.71526820288028,34.08400141932646,1.0,5.0,2014.8564527934327,4.973900507896955,0.0130497460515222,6.026099492103045,4.013049746051522,0.9869502539484776,45.039149238154565,15.130497460515222,27.74697908578548,1.973900507896956,1,0.9869502539484776,1.998849722898007
3490,5.386723431392033,0.0,22.62347787081208,51.1601702941761,1.0,5.192730718403488,2015.03319142152,4.806638284303983,1.0,6.403319142151991,4.0,1.4033191421519915,40.40331914215199,18.629872279367927,31.95793204175776,0.0,1,0.5966808578480083,1.998849722898007
3491,5.120819233101907,0.0,14.005760998180511,37.84293499696752,1.0,5.0,2002.1691469263424,3.024163846620381,0.0,3.0,4.9758361533796185,0.0,44.07249153986115,11.855016920277713,31.444983079722288,0.0,1,0.0,1.998849722898007
3492,9.000238832543692,0.0,16.876190804902002,47.99832817219415,1.0,5.0,2004.0003184433915,3.0,1.0000796108478975,7.999522334912616,4.999920389152102,-5.551115123125783e-17,47.99976116745631,24.999761167456303,31.3,-5.551115123125783e-17,1,7.961084789748218e-05,1.998849722898007
3493,6.986728936071517,1.0,6.541098390222402,31.98009340410728,1.0,5.0,2004.0132710639284,3.0022118439880807,0.0066355319642414,2.99778815601192,4.99778815601192,0.0,49.9778815601192,10.03760134779737,35.3,0.0,1,0.0,1.998849722898007
3494,6.4332161374801125,0.0,51.85380820694006,26.795430546645456,1.0,5.20738136388447,2015.585237272231,4.792618636115531,0.7926186361155305,2.207381363884469,4.0,0.0,45.0,14.225834773595643,21.19217925040937,1.2073813638844697,1,0.6036906819422347,1.998849722898007
3495,7.84812662095349,0.3839577930155031,13.60959730463021,27.519989270610093,0.6160422069844969,5.0,2012.3122954488915,4.232084413968994,1.7679155860310063,4.84812662095349,3.616042206984497,0.6160422069844969,42.30374675809302,21.16042206984497,31.3,0.0,1,1.0,1.998849722898007
3496,10.949872708131828,0.0,11.372838210806467,30.48445264496686,1.0,5.0,2008.825827397143,4.050127291868171,0.0,3.0,4.474936354065914,0.5250636459340856,40.84961812439549,22.12404531098872,26.679439915780048,0.0,1,0.0,1.998849722898007
3497,1.0030987021719877,0.9996901297828014,8.580135692107575,18.801921195346637,0.0003098702171987,5.0,2019.9962815573936,5.999070389348404,2.999070389348404,2.0,3.999690129782801,5.551115123125783e-17,44.00185922130319,20.0,29.50055776639096,0.0,1,0.9996901297828013,1.998849722898007
3498,10.0,0.3237380644560055,10.64676670976159,28.78706683904637,1.0,5.6762619355439945,2012.057571613264,3.6762619355439945,0.9712141933680166,2.6762619355439945,3.6762619355439945,0.0,45.0,18.942428386736037,23.05035470957521,1.352523871087989,1,1.0,1.998849722898007
3499,1.056040523269174,0.993773275192314,101.20187362854672,23.068493972884543,1.0,5.0,2009.9688663759616,3.993773275192314,2.981319825576942,2.0,4.0,0.0,40.0435870736538,26.9128258526924,35.31245344961537,0.0,1,0.0,1.998849722898007
3500,11.999937210538423,0.0,93.62902638660876,39.40018962417396,1.0,5.000025115784631,2006.000075347354,3.000012557892316,1.2557892315578911e-05,3.0000627894615777,5.0,1.2557892315467887e-05,51.99988697896916,15.00005023156926,31.29997739579383,0.0,1,0.0,1.998849722898007
3501,9.0,1.0,20.72998672544184,34.599995297390834,1.0,6.999997524942543,2016.0000024750573,5.0,0.9999975249425428,3.000002475057457,4.999997524942543,2.4750574572074413e-06,42.00001237528728,15.000024750574571,27.700008910206844,2.4750574571796857e-06,1,0.0,1.998849722898007
3502,8.146512054990337,0.0,37.4952907762643,37.107260160963015,1.0,5.5718346727767045,2016.5718346727767,5.0,2.143669345553408,4.856330654446592,4.428165327223296,1.0,46.431008036660224,22.85917336388352,23.523048450236825,0.0,1,0.4281653272232958,1.998849722898007
3503,5.845248594913226,1.0,12.416379809786056,43.775022049317776,1.0,5.7113121487283065,2016.8660635538151,5.2886878512716935,0.7113121487283064,5.422624297456613,4.7113121487283065,1.0,44.711312148728304,12.267872892369835,28.26877756164722,0.0,1,1.0,1.998849722898007
3504,7.987175358896319,0.0128246411036809,9.528448162824075,41.87175358896319,1.0,5.98717535889632,2010.9102275122743,3.987175358896319,0.987175358896319,3.0,4.0128246411036805,0.0,42.10259712882944,15.923052153377911,27.797467272387976,0.0,1,0.0,1.998849722898007
3505,4.999999985641262,0.0,11.366666665230827,34.00000003948653,1.0,4.999999992820631,2008.0000000646144,3.000000014358738,0.0,3.000000007179369,3.000000007179369,7.179368988197154e-09,41.99999998564126,14.00000006461432,17.700000010769052,1.4358737976394309e-08,1,7.179368988197154e-09,1.998849722898007
3506,7.078830155283599,1.0,8.676350953414921,36.8423396894328,1.0,5.0,2008.5123960093435,3.118245232925399,0.9605849223582004,3.0394150776418,4.9605849223582,0.0394150776417996,46.7240944565074,15.591226164626995,25.57679636333724,0.0,1,0.0394150776417996,1.998849722898007
3507,7.246705942623511,0.0,11.063000952021143,51.273058401635424,1.0,5.0,2004.2467059426235,3.0,0.9383235143441222,5.753294057376489,5.814970543032366,0.9383235143441222,50.93832351434412,10.616764856558778,27.92203534836116,0.0,1,5.551115123125783e-17,1.998849722898007
3508,3.0,0.0,8.533333715940753,28.10000022784487,1.0,4.000000014329866,2015.000000085979,5.000000014329866,1.4329865960505115e-08,3.000000057319464,4.0,2.8659731865499083e-08,41.99999998567014,10.000000200618125,27.699999901123924,1.9999999713402683,1,0.999999985670134,1.998849722898007
3509,3.0000097850926544,0.9999987768634182,9.500045989935476,37.7999792066781,1.0,5.0,2018.9999987768635,6.0,3.669409745388208e-06,3.999996330590255,4.0,0.9999987768634184,43.99999755372684,8.000012231365819,20.7999962082766,0.0,1,1.0,1.998849722898007
3510,10.924613826614571,0.0753861733854277,16.09051377798842,27.004180799567894,1.0,5.150772346770856,2014.3215244395312,4.8492276532291445,-2.220446049250313e-16,3.0,4.0,0.0,44.84922765322914,12.849227653229145,26.71244112865089,0.0,1,0.9246138266145724,1.998849722898007
3511,6.4618017517141455,0.4945431073877351,10.253819824828586,38.59276717440851,1.0,5.494543107387735,2014.021827570449,4.505456892612265,0.505456892612265,4.516370677836795,4.505456892612265,0.5054568926122649,43.98908621477547,16.04365514089812,31.3,2.775557561562892e-17,1,0.5054568926122649,1.998849722898007
3512,9.999500320522294,-5.551115123125783e-17,10.82928545834688,30.70264830123184,1.0,5.0,2014.0004996794776,4.000499679477705,0.000499679477705,3.0014990384331157,4.000499679477705,0.000499679477705,38.00099935895541,10.002498397388525,25.90269826917961,-5.551115123125783e-17,1,0.000499679477705,1.998849722898007
3513,4.784452439325992,0.053886890168502,11.34997009340375,25.83833932949449,1.0,5.0,2010.9461131098317,4.0,0.1616606705055064,2.946113109831498,4.0,0.0,50.40724420814648,26.053886890168503,37.192226219663,0.946113109831498,1,0.946113109831498,1.998849722898007
3514,7.001015081924027,0.0,16.100439868833746,54.49204852492845,1.0,6.9993232787173145,2011.9986465574343,3.9996616393586577,0.9996616393586576,7.998308196793288,4.999661639358658,0.9996616393586576,43.00304524577208,19.0023685244894,29.5,0.0,1,0.0,1.998849722898007
3515,10.82675886345693,0.0,51.058851940278544,25.151585994475184,1.0,5.0,2008.2382065627469,3.064965426203651,0.0,2.0433102841357678,3.0433102841357678,0.0216551420678836,49.78344857932116,19.870069147592694,31.3,0.0,1,0.0216551420678836,1.998849722898007
3516,6.9201080531636245,5.551115123125783e-17,22.778908217458586,51.52064831898174,1.0,6.0,2008.0399459734183,3.039945973418188,0.9600540265818124,5.880162079745437,4.0,0.9600540265818124,42.92010805316362,0.7989194683637528,25.00291406570557,0.0,1,0.0,1.998849722898007
3517,11.000386622914093,0.0,14.00464591868433,24.803518268518232,1.0,4.000193311457045,2020.9974869510584,5.999420065628863,2.9996133770859084,2.0001933114570454,4.0,0.0,38.001933114570456,19.996907016687267,22.497873573972495,0.0,1,0.0001933114570456,1.998849722898007
3518,10.658878689774207,0.0,8.474602852790166,27.585981641593573,1.0,5.329439344887104,2016.3177573795483,5.329439344887104,0.9883180346613116,3.0,4.0,0.6705606551128961,39.64719672443552,15.329439344887104,21.939953113691924,0.0,1,-5.551115123125783e-17,1.998849722898007
3519,9.664417520946238,1.0,8.848342963693188,35.08331034499784,1.0,6.0,2016.973010251355,5.328835041892475,2.328835041892475,4.671164958107525,4.0,1.0,41.34232991621505,17.006747437161287,14.377595527354808,0.0,1,0.6644175209462373,1.998849722898007
3520,10.999809718258238,1.0,5.668274547384566,11.800228338090117,2.220446049250313e-16,4.999968286376373,2018.9997145773875,5.999936572752746,8.999809718258238,1.0000317136236276,1.000063427247254,0.0,40.00009514087088,17.000095140870883,22.50060890157364,3.1713623627166454e-05,1,0.9999682863763728,1.998849722898007
3521,3.0,0.0,8.005665148969939,38.02845725694702,1.0,5.388932726254646,2016.666403642472,5.41660091061803,0.1944663631273232,4.388932726254646,5.0,1.0,41.555730905018585,14.777865452509293,31.3,0.0,1,0.8055336368726767,1.998849722898007
3522,11.96626841831736,0.0,68.9211003146394,33.995952210198084,1.0,5.003373158168264,2008.986507367327,3.996626841831736,0.0,3.0,4.0,0.0,47.98988052549521,10.0,52.32882636264963,0.0,1,0.0,1.998849722898007
3523,6.999980503443818,0.9999951258609546,8.70001998397009,37.00011600450928,1.0,4.999995125860955,2008.000063363808,3.0000146224171367,1.0000146224171365,3.000029244834273,5.000004874139045,9.748278090970786e-06,46.99999025172191,15.0,25.9,0.0,1,4.874139045485393e-06,1.998849722898007
3524,6.025189249770881,0.0,7.742082135102343,24.70826154528869,0.7949621500458237,4.205037849954176,2018.0,6.0,0.4100756999083526,2.5899243000916474,5.589924300091647,0.0,40.410075699908354,14.38488645013747,18.68418167978005,1.5899243000916474,1,1.0,1.998849722898007
3525,9.0,1.0,42.28560285989097,48.95806005246067,1.0,5.0,1999.6485269610837,1.8242634805417683,0.8242634805417682,3.5272095583746954,4.824263480541768,0.1757365194582318,49.12131740270884,14.539688727584757,31.3,0.0,1,0.0,1.998849722898007
3526,12.955015627247873,0.0,37.905112876198814,42.96851093907351,1.0,5.0,2008.0539812473023,3.013495311825639,1.008996874550426,3.0044984372752133,4.0,0.004498437275213,47.97750781362394,4.139451555531604,11.52789031110632,0.0,1,1.0,1.998849722898007
3527,8.994698920960014,1.0,10.929593127566196,36.19098816563203,1.0,5.999116486826669,2014.99469892096,4.999116486826669,0.0008835131733311,3.0,4.0,0.0,49.99293189461335,18.00088351317333,27.692490138026685,0.0,1,0.0,1.998849722898007
3528,9.358638491221408,0.0,7.8620856047976915,29.463613023069733,1.0,5.0,2013.5418846365867,4.0,0.0916230726826561,3.274869218047968,4.0,0.091623072682656,42.358638491221406,17.191099944874527,31.666492290730623,0.0,1,0.908376927317344,1.998849722898007
3529,7.199669561860007,0.9600660876279986,6.677425037636411,32.239603474232005,1.0,5.0,2004.079867824744,3.0,0.0399339123720015,3.0,4.960066087627999,0.0,50.039933912372,10.159735649488006,34.597163142252775,0.0,1,5.551115123125783e-17,1.998849722898007
3530,2.9949213178823357,0.9974606589411672,7.787259054729866,25.488572965235253,1.0,4.002539341058832,2017.9949213178825,5.997460658941168,0.0076180231764979,2.997460658941168,4.0,0.9974606589411672,45.0,8.015236046352996,20.826663081117744,0.0,1,0.0025393410588326,1.998849722898007
3531,7.001042986819675,0.0,20.037223040719944,51.99603665008524,1.0,6.0,2008.002433635913,3.00069532454645,1.0,5.998957013180325,4.000347662273225,0.9996523377267752,43.001738311366125,0.0069532454645013,24.201216817956286,0.0,1,5.551115123125783e-17,1.998849722898007
3532,8.9978803627457,0.0,8.132308841993751,37.59385305196253,1.0,5.0,2019.9952308161776,5.99894018137285,0.9994700906864252,6.997880362745701,4.999470090686425,1.998940181372851,47.002119637254296,15.00582900244932,20.80874350367398,0.0005299093135746,1,1.0,1.998849722898007
3533,1.0000568394278373,5.683942783818452e-05,113.92725719849707,21.00002841971392,1.0,4.000056839427838,2017.999715802861,5.999886321144324,1.999886321144324,1.0001136788556764,4.000056839427838,0.0,44.99982948171649,10.000568394278382,19.200915114788195,0.0,1,0.0,1.998849722898007
3534,9.997059090930229,0.9995798701328896,30.40015544805083,27.70726824670101,1.0,5.0,2015.9928577922592,4.998739610398669,2.999159740265779,2.001680519468441,4.000840259734221,0.0004201298671103,40.00504155840533,15.000420129867113,31.3,1.9991597402657797,1,0.0,1.998849722898007
3535,3.002267193671944,0.0003238848102777,12.03257760210932,62.98769237720944,1.0,6.999352230379444,2007.0003238848103,3.0,1.0006477696205556,5.998704460758889,4.999352230379444,0.9996761151897224,47.999028345569165,18.001619424051388,31.29770041784703,0.0,1,0.0003238848102777,1.998849722898007
3536,11.962516760652548,0.995835195628061,7.995249075986248,30.26163910470469,1.0,5.0,2013.9375279344208,3.9916703912561218,0.0041648043719391,3.012494413115817,4.008329608743878,0.004164804371939,50.00832960874388,21.975011173768365,31.3,0.995835195628061,1,0.995835195628061,1.998849722898007
3537,2.006316017922587,0.0007895022403234,59.825928351066025,20.009947728228077,0.0007895022403233,5.000789502240323,2010.0086845246435,4.001579004480647,3.0,2.0015790044806465,3.0007895022403237,0.0007895022403233,36.00315800896129,16.0,46.6653408516498,0.0,1,1.0,1.998849722898007
3538,5.824362826036287,1.0,11.238928675622876,38.0293216409522,0.7060907065090718,5.706090706509071,2016.0,5.0,1.5878185869818564,4.824362826036287,4.706090706509071,0.7060907065090718,43.53045353254536,14.293909293490929,28.71359821727983,0.0,1,0.7060907065090718,1.998849722898007
3539,12.753944799128512,0.0615138002178717,36.19202024681168,42.38486199782128,1.0,5.0,2008.799679402832,3.1845414006536155,0.9384861997821282,3.061513800217872,4.0,0.0615138002178718,47.50788959825702,5.599358805664664,11.881385561350804,0.0,1,1.0,1.998849722898007
3540,7.823634561440182,0.0,9.635273087711967,38.156669970693,1.0,5.0,2015.1960609064267,5.0,1.0,6.0,5.0,1.0,40.58818271927991,15.980304532133182,31.3,0.0,1,1.0,1.998849722898007
3541,9.000009641721045,0.9999967860929848,10.933349617128842,36.20000514225123,1.0,5.999996786092985,2014.999987144372,4.999996786092985,3.2139070151870897e-06,3.0,4.0,0.0,49.99998393046492,18.000038566884182,27.700024425693314,0.0,1,3.213907015020556e-06,1.998849722898007
3542,10.0,0.0,7.633404182384034,28.29979808020549,1.0,5.0,2014.000106273576,4.000106273576056,0.0,3.0,4.0,0.0001062735760558,42.99946863211972,15.999893726423943,31.299064792530707,0.0,1,0.999893726423944,1.998849722898007
3543,7.0,1.0,72.96979679700954,52.54992815291324,1.0,5.0,2000.2250359235436,2.0281294904429226,1.0,5.915611528671232,6.943741019114155,0.9718705095570774,47.97187050955708,19.859352547785388,31.14810075160822,0.0,1,0.0,1.998849722898007
3544,9.002281142311714,0.0022811423117143,9.426613326970005,35.975135548802314,1.0,5.0,2015.0045622846235,5.0,1.0045622846234288,5.990875430753142,5.0,0.9977188576882856,40.00456228462343,15.027373707740573,31.26190492339437,0.0,1,0.9977188576882856,1.998849722898007
3545,5.424253881168246,0.0,9.11053663837339,29.27749474228172,1.0,4.346321983024035,2012.922068101856,4.653678016975965,0.0,3.0,4.0,0.0,43.731609915120174,8.61471206790386,31.02469103703073,1.30735603395193,1,0.6536780169759648,1.998849722898007
3546,1.999939901665465,0.0,37.43444114596656,34.49984975416366,1.0,5.000060098334535,2016.9996394099928,4.999939901665465,0.0,3.99987980333093,4.000060098334535,0.9999399016654652,38.0,20.000420688341745,20.800631032512616,0.0,1,0.0,1.998849722898007
3547,4.638560174912096,0.0,36.36667935889704,30.504147483647248,1.0,5.595715536120878,2012.2128533916373,4.0,0.0,2.404284463879121,4.595715536120879,0.0,40.02142231939561,22.55287089732966,31.3,0.0,1,0.4042844638791218,1.998849722898007
3548,8.401697040185343,0.0,28.490756279236187,47.77671069757932,1.0,5.172086453263299,2012.8689293869136,4.467232346728448,1.0,4.598302959814657,4.0,0.5327676532715524,40.934464693456896,19.672323467284475,29.31433484131984,-5.551115123125783e-17,1,0.5327676532715524,1.998849722898007
3549,9.984698467354711,0.997814066764959,8.9026886978791,24.0371608649957,1.0,6.995628133529918,2011.9934422002948,4.0,2.995628133529918,2.008743732940164,3.002185933235041,0.002185933235041,38.99344220029488,28.00218593323504,29.51267841276324,0.997814066764959,1,0.997814066764959,1.998849722898007
3550,5.0,0.9956692739760016,7.191913473681431,26.52814971915599,1.0,5.0,2008.0,3.0,0.0,3.0,4.004330726023999,0.0,49.96102346578401,8.025984356143992,24.178346369880007,0.0,1,0.0,1.998849722898007
3551,11.95395146770522,0.0,11.552312481713454,30.24405722116232,1.0,6.0,2018.9079029354104,5.976975733852611,2.953951467705222,3.0,4.023024266147389,0.0,43.11512133073695,16.092097064589556,20.958867436416984,2.775557561562892e-17,1,0.0,1.998849722898007
3552,8.999999722977968,0.0,11.100021916597974,40.50000034627754,1.0,5.0,2014.999999307445,4.999999861488985,1.0,6.0,5.0,1.0,40.99999986148899,24.999997922334767,41.69999939055154,1.9999997229779691,1,0.9999998614889846,1.998849722898007
3553,11.142286582750993,0.0,21.507815399944995,35.84818326816846,1.0,5.0,2002.2859044724164,3.0,0.0,3.0,4.904698509194555,0.0,44.190602981610894,29.33288956436188,30.9569146331004,0.0,1,0.0,1.998849722898007
3554,4.6650004897111454,0.0,8.810833414951858,31.596501028393405,1.0,4.0,2013.3349995102888,4.167499755144427,0.8325002448555728,3.0,4.832500244855573,0.0,46.99500146913344,25.817504652255884,19.37499755144427,2.0,1,1.0,1.998849722898007
3555,6.946579327407463,0.0,69.61151616084125,66.96898101896402,1.0,6.919868991111194,2007.2136826903704,3.0534206725925377,0.9732896637037312,3.0,5.0,0.0,46.893158654814926,19.78631730962985,21.08045853111082,0.0534206725925376,1,0.0267103362962687,1.998849722898007
3556,9.989744471269711,1.0,14.835503800418593,26.95948206663568,1.0,5.01025552873029,2016.0102555287303,5.0,2.9692334138091314,2.02051105746058,4.0,0.0102555287302895,40.07178870111203,20.05127764365145,24.272814253985054,1.9897444712697103,1,0.0,1.998849722898007
3557,6.6276064640768375,0.0,26.5288047363197,29.115703802661372,1.0,5.0,2009.8374239542309,3.767484790846166,0.0,3.0,4.232515209153834,0.0,51.23251520915383,23.442332699307823,35.904908745076995,0.767484790846166,1,0.7674847908461659,1.998849722898007
3558,9.999999683080112,1.0,14.830006338397768,26.900002757203023,1.0,5.0,2015.9999983097605,4.999999683080112,2.999999788720074,2.000000422559851,4.0000003169198886,1.0563996283297072e-07,40.0000008451197,20.0,24.20000075004373,1.999999788720075,1,0.0,1.998849722898007
3559,7.680675231944928,0.8638649536110145,23.89018229498281,51.1485633691098,1.0,5.0,1999.9529453247228,2.136135046388985,0.0,5.591594860833043,5.863864953611014,0.8638649536110145,48.544540185555945,10.680675231944928,36.48318972166608,0.0,1,0.0,1.998849722898007
3560,9.999992998784553,0.9999991248480692,30.40002578781023,27.69999326133013,0.9999991248480692,5.0,2015.9999947490885,4.999999124848069,3.0,2.0,3.999999124848069,0.0,39.99999649939228,15.000000875151931,31.300013477339736,1.9999982496961384,1,8.751519309235789e-07,1.998849722898007
3561,11.999999479517683,2.602411585672648e-07,15.029999072674004,37.99999640867201,1.0,5.0,2006.0000013012057,3.000000260241159,1.000000520482317,2.9999997397588416,3.9999997397588416,0.0,50.99999843855305,14.000003643376218,17.70000458024439,0.0,1,2.602411584562425e-07,1.998849722898007
3562,3.494397142586068,0.0,8.590639476140783,34.18200357176741,1.0,4.752801428706967,2016.011205714828,4.752801428706967,1.0,5.258404286120898,5.0,0.7528014287069662,45.7415957138791,20.71918428422337,20.0336844289916,0.4943971425860675,1,1.0,1.998849722898007
3563,9.8538803853257,1.0,7.372399628339298,22.96042838286328,1.0,6.0,2011.756467308876,3.951293461775233,2.9025869235504658,2.048706538224767,4.0,0.0,40.04870653822477,22.31810846485326,27.529527116213316,0.0,1,0.0,1.998849722898007
3564,3.0039463650090363,1.0,7.777425743491999,25.504932956261296,1.0,4.001973182504518,2017.9664558974232,5.992107269981927,0.0,2.998026817495482,4.0,0.998026817495482,45.01381227753163,8.003946365009035,20.82071841629744,0.0,1,0.001973182504518,1.998849722898007
3565,8.394751505202695,0.770678786457528,8.815915555034426,24.940216975524137,1.0,6.312036359372584,2012.6879636406277,4.229321213542472,2.312036359372584,2.229321213542472,3.229321213542472,0.0,39.687963640627416,23.872218156235505,29.08722181562355,1.2293212135424725,1,1.0,1.998849722898007
3566,10.217366737341775,0.0,6.923442588866056,21.36285554066459,0.1086833686708884,5.0,2016.261066101266,5.673949893987335,1.7826332626582233,1.2173667373417765,4.108683368670889,0.0,42.21736673734178,13.95630063607599,23.45641364430382,0.0,1,0.8913166313291117,1.998849722898007
3567,9.999719114824265,1.0,8.272898884526995,32.60191001919502,1.0,5.999906371608088,2020.9980338037697,5.99962548643235,2.999812743216175,4.000187256783825,4.000280885175737,1.0,40.0007490271353,16.00037451356765,2.8026684091695024,0.0,1,0.9999063716080876,1.998849722898007
3568,1.0336582228704838,0.0336582228704839,54.39928034358984,31.801416485064145,1.0,5.966341777129516,2011.134632891482,4.033658222870484,0.0,2.033658222870484,4.966341777129516,0.0,38.0,26.596101325554194,31.17883039766626,0.0,1,0.0,1.998849722898007
