PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85
0.08119269411074892,-0.0918743881914455,-0.032708583799399504,0.060619525650167094,-0.04360475386981133,0.010672859208884725,-0.019425448927264492,0.1025319221578955,0.028972773456764977,0.12100866846186702,0.15467810865925719,-0.4002847575974317,-0.09549498050714815,-0.2839588642030685,-0.035604876739039594,-0.03080460105072489,0.06741633949541159,-0.11588455567755658,0.022094038513244096,-0.0025305963249626405,0.06323196333885753,0.046263018422133304,0.05009579348811188,0.01738472946807929,-0.11127376140942301,-0.0676010827551464,0.05369053445091103,-0.07586119094889442,-0.024168142441089273,0.004876349563066525,-0.0054096832894333325,-0.0027023889376447934,0.05700499309796476,0.05109705890126311,0.025035812152533643,-0.07696779839902139,-0.035738632636689166,0.02105049376345261,0.018436158877665733,0.014566879727122634,-0.0549348900217476,0.012833631617678158,0.05784139065202136,-0.024125457459996925,-0.03217236304210591,-0.028342865503112047,-0.01337305853138199,-0.017764386690574487,-0.04316241699559377,-0.007924194685105575,0.07124959990779257,0.03064032390837765,0.0689222312557829,0.028808946694054777,-0.08806296787828406,-0.026038952544492462,0.03566842035745958,0.006154319294289891,-0.012832249980295873,-0.038042946583189685,0.06253160963015844,-0.04521437383971943,0.10421098382880954,-0.008628193023658127,0.004820633607768962,0.061349604937649065,0.04440574695241042,0.022597528829958385,0.05612811735412927,-0.01744681723282445,-0.05239155523518113,0.026273601520420114,0.03690869045602054,-0.03877320130421272,0.09246362463646417,-0.01956461858542549,0.052239369051765225,-0.09943983861888586,0.015603681984904652,-0.012046140008767952,-0.025540885592292763,-0.023147305405151735,-0.034205834356507106,-0.006270581446799223,0.026891594873661613
0.38137774665301505,-0.10681569767073393,0.04198574919814696,0.05048773477223631,-0.017442601705062177,-0.11367602204554292,-0.003159279074594387,-0.01934925395764822,-0.06059382759867657,0.09324295083213907,0.06575516931487824,0.046600225272443827,0.02777500893551897,-0.03489924861605027,-0.0018958188750371665,-0.005934017129154628,0.003468783451437335,-0.037929203022453166,-0.029544394411953265,0.003760052578820932,0.013849621103654931,0.017868809450436708,-0.027723083374868458,-0.008158391497715424,-0.019281242484611324,-0.01920712310353669,0.00965956835197588,-0.01904491046087488,0.015454053906723095,-0.0434785959988931,-0.019775738245932442,0.002839856950955284,0.020813593314098516,0.0019672096362351025,0.00422853125294256,-0.01463616049032203,0.03358170912242394,0.0021008499162457886,-0.00033076611601817816,-0.04048424845547769,0.02205351539020299,-0.004249844249565558,0.014843963962583506,0.021942127387937452,-0.028024790627706006,0.013996906107556276,0.014168632808250937,0.007625749359528907,0.0010535923847113417,0.0090851385853472,-0.008982019528576123,0.0030822112214657013,0.01622663020105783,0.019676177825625373,0.011060071464366238,0.005362923550641907,0.0006416068433314757,0.008706347347701133,-0.013524682910630855,0.008154649505654319,-0.02538256750493599,-0.014667512791437297,-0.026179253883212048,0.02207015553935582,0.008213361465555366,0.04088633894887138,0.009803990563444463,0.00972732423529601,0.011319195808089714,-0.0006729623159771859,0.01573675431844166,-0.015032431505900487,-0.013180278810249125,-0.0109546319331399,0.004558239438643444,-0.023295330106430194,0.006485025578674705,0.007887898390058719,-0.009518401276853047,0.02190025505590644,0.017790522626455446,0.0066609123631362335,0.024442256743488693,-0.026961030816030643,0.013461676934931515
0.09100107749539715,-0.08563577681104884,-0.01672329012239826,0.026834797808786746,-0.05488184668014495,-0.13975879328149932,-0.04638062276609822,0.03394747415196997,-0.04817255213287494,0.1477176956779362,0.3086515974700934,-0.10143963899046833,0.2771047711400497,-0.13235077971807516,-0.02694889707023406,-0.05311179235918845,-0.07271431441711051,0.054469186096912425,0.16596176267647467,0.012609119266353563,0.06950946962999562,0.11205454354442446,-0.042230790014157124,-0.006046470379454345,0.005416693180740943,-0.1368032282811863,0.053408968655929416,-0.044638306336335504,0.06081396414060317,-0.0068132848247940934,-0.13755401522179403,-0.004207403161107178,0.03784443595598472,-0.00023240228617705215,0.0075893992452663525,-0.0759521759360143,0.04375895565641835,-0.0093450037301754,0.004367407057854959,0.020286340538076018,-0.03126096306544923,0.021079489532787703,-0.03122187514606978,0.018892104609377815,0.018876677093481026,-0.0005184636797644117,-0.00879564772359277,0.00599263600049741,-0.07468075554011341,-0.02079252910990588,0.04627699950079353,0.031259570090725976,-0.011998187923554643,-0.02654998337304612,-0.051940771822875716,0.033236768214465216,0.02762868080392809,0.03288153518933812,-0.061283315295980065,0.061082115470713204,0.04865898338605597,0.08693317655897993,0.07627673757236528,0.009005907969974941,0.041424330936024406,0.03465896865411493,0.0048656463061467585,0.035811224197997316,0.029548814868308373,0.017938937619154712,0.0036880507989939405,-0.015234241869844883,0.00582918715076593,0.0033698930295191915,0.10118972941838178,-0.06455964560474153,-0.04245060873888321,0.05452148837568386,0.033018449823930526,0.02091353042433027,0.023181375480063007,0.055773797489255435,0.026225394506357233,0.006647887980103957,-0.09450204632418042
0.0579819348640033,-0.039473675586976786,-0.010554957434192214,0.12959611838428253,0.1455050787207874,-0.13365299444732157,-0.08722122325579432,0.07891745017107946,0.019451582615903882,0.04578206504611472,0.06838646716528864,-0.045071708534883057,0.20325971665530504,0.013915390158100144,-0.025755253465477905,-0.012262211948897067,-0.08534851810898451,0.006579814827936374,-0.20988762715827358,-0.14402408592636,0.11422195844672946,0.058758366371658266,0.05150892768583057,0.04827767933058587,-0.10491267209205214,-0.001940787547043063,-0.05193543242428363,0.02238928051479938,-0.04692921467007165,0.08804628825881294,0.0003618502251547806,-0.09885932645226722,-0.17912643152258956,0.0157892237349353,0.023978909436788695,-0.034878060376164054,-0.04751698583825208,0.11434150193338788,-0.019221142017220187,-0.02233435606372529,0.028641521121297364,0.0545904544367206,-0.03922431069129785,0.041922607365320136,-0.09434817009640589,0.042443672209852984,0.06074750271963346,-0.05915792235614788,0.02411855703794175,-0.03004733579783894,-0.012952659466628894,0.08115114882895427,0.08310743912455931,0.006571043637395746,-0.03029978643029376,-0.021074029128702914,0.007061028447328026,-0.012179717364494039,0.005074441144756636,0.036623640760266835,-0.011703019183341053,-0.005481097353973313,-0.05484544769384039,-0.10343617378051681,0.0024544678474168052,0.0988718017177395,-0.015040649106924684,-0.07298060354098942,-0.03529013512170172,0.06814263492928055,0.07735203911690197,0.011306033594389184,0.0450398366289008,0.03989014964244502,0.056927579098768125,-0.050880580991355104,0.003340315078070144,-0.026159922465713116,0.15081867709185587,-0.026857336802534743,-0.05637635153310844,-0.0500987631872162,-0.16075550537891248,-0.0028076457238483186,0.06583178685050177
-0.018463640915071217,-0.28523879214618986,0.01200913224461303,-0.017330424171017517,-0.10772516499912316,0.1190241006289863,-0.03179480619059735,-0.06532471976565826,0.0012215525724226161,0.06390144548021831,-0.07739766706543116,-0.07388704036309081,-0.027083608735965672,0.16219646928121256,0.06646742324451935,0.09730031103669529,-0.0059485084386002585,-0.007246243440206546,0.05456244038918345,0.0838422537731471,0.029147512219239613,-0.03911142426005028,0.034815674938539126,0.04862615298873305,-0.07413974966626181,0.0565021090137434,-0.04556820421170547,0.07956670634431887,-0.08152436949008497,-0.001508817245328948,0.0734423275323014,-0.11252250403075313,-0.010073830093765737,-0.06606279987942651,-0.08457721113106761,-0.01338890048150241,-0.11616868141248177,0.015665815151724508,0.0435987426329699,0.06412891930426748,0.0067455946979148446,-0.0077222913350767225,-0.06643938249304757,-0.021048812804408186,0.04165420506583342,0.014664513124623954,0.011745345620726363,0.0029495927566986525,0.03427265732362091,0.03664348686993239,-0.03749264236377567,0.06889531240053241,0.009404997846217358,-0.023039425905645596,0.040172279477667404,-0.026867571268407782,-0.0005009138918619432,0.02062287619767477,0.026997043800757466,0.019730739673713672,0.013399891794710898,-0.0017427145223738866,0.024736617949516933,-0.0183991590729779,-0.08088432138064355,0.0276444834064453,0.04772012133906549,-0.04538309965232114,-0.07230023124878214,0.03580986794317931,0.007991608724335186,-0.009407607266899098,-0.024602950597892054,0.0886110109971862,0.04785212565820038,0.1106283438047365,0.036737975835758746,0.0701772058015664,0.05162831632540747,0.12390860902079301,-0.022961645677569524,-0.07583183171028637,0.0427874533605953,-0.1084109534512479,-0.07279379025650341
-0.04734062184812228,0.030401838101464712,0.0015894852640626067,-0.04833438080397434,-0.017049315087482836,0.027907087698391935,0.021098432487110352,-0.08036902021374503,-0.08426143358584184,-0.03784685447728646,-0.0002901794219890286,-0.008960154662913777,-0.1195078322828905,-0.05588112878373573,0.004534955887243525,-0.0068790409088348645,-0.038378766383134325,-0.022255597019353975,0.0974159415210579,-0.10380946624880283,-0.03605301525583651,-0.08284485042278095,0.09456841542403352,0.1593662410124316,-0.027321743489742943,-0.10894304146608683,0.019036174871284433,0.011446387368030109,-0.03207414592135002,0.28249850536461846,-0.11062623645642444,0.20849974307070018,-0.08599810771874059,-0.13889300712869027,0.2065194967120362,0.05872134460314103,-0.16073839197038375,0.07782347690413421,-0.30293067874940305,0.03713811394934241,-0.17750227430095694,-0.15961560862806895,-0.1179594405847942,0.008521170238379533,-0.17582313334002472,0.03288364414795514,0.08713791161509529,-0.04131676529505924,0.08427250961247354,0.017325255413330604,0.11658144120254621,-0.04919515052775361,0.06750316507488749,0.05221501947237715,-0.010854114015656034,-0.05591377464421272,-0.05537829966947128,0.03697682977067,0.049239036096900925,0.07252105750946429,0.060176372203034234,0.0676885509421289,-0.022033793779663073,0.08267925334118914,-0.24426029779074165,-0.051303758236982,-0.10451273739745222,-0.03096286006677606,0.006432566452867987,-0.08973608469070497,0.16522072615314107,-0.152374851834361,-0.012779644904900639,-0.03546700788059112,0.011812773471674008,0.061093498698773174,0.07352057406610707,-0.01859335007591923,-0.10753945666119125,-0.00854033073755078,0.13574627176603676,-0.05426255423430067,0.012580732386616786,-0.009142915052251146,-0.005348019673671579
0.13138334091366985,0.03257938703796941,0.09931333424946323,0.01634873579079399,-0.007407723973521213,0.030310995880841345,-0.0505937045523218,-0.11688601124424136,0.00011884945110704828,0.08903358655461915,-0.10882765810693884,0.19224150294538175,-0.08833447613166866,0.04051523660070441,-0.01381338594942285,-0.02019472758994653,0.09293718549951982,0.08730651886934512,-0.15133859747282527,-0.013534093204362604,0.020258928971696857,-0.08381967672377247,-0.08126459953682237,0.10794420837600381,-0.05091699725562269,-0.08908984352690821,0.1412717274042082,0.0372747313969106,-0.10300287445601178,-5.9746744168343436e-05,0.17426329826769443,0.07255359970301947,-0.0891133625412628,0.11577846178586515,-0.15934050959470486,0.014972048048223332,0.20026120273468428,-0.1538644545566177,-0.14630158709179433,-0.00534218529819345,0.042472011157103313,0.025357675277247804,-0.04146558450444919,-0.032038416422090224,0.1414558780377354,0.08637722630750264,0.03534726959397979,-0.07459159358395066,-0.004590578669358393,0.018791775215093995,0.018839838285209326,0.003054805050872661,-0.022434127319653524,-0.1159623994913622,-0.013177221964864087,-0.024465865816734343,-0.0353967045669414,0.011442741363888585,-0.011319094015947682,0.008469906852142314,-0.06537031146778796,0.07189335368312286,0.040546339021557264,-0.10808770092815631,0.15771997933133622,-0.01540543086444511,0.07179292078445976,0.18859539050350427,0.05466121447859346,-0.06646332085956143,0.13848123606646812,-0.22170778155644993,0.0010570173090558438,0.03234665866396868,-0.030538925522704572,-0.09232018359935598,0.10628828949162938,0.05035975466991244,0.047815844427925976,-0.04117358687098705,0.04006361167935707,0.05663266082753146,-0.019455887811472592,-0.031118281987341227,-0.07899139765653289
-0.021073534596069428,0.010906687720346246,0.0015673557727343412,0.007288444402465233,0.004777697793971691,0.006013421694673866,-0.002336603104384438,-0.027616921809731465,-0.001699124203637277,0.028887992496705345,-0.025396215895325022,-0.04091966984775154,0.023867115389880192,-0.050574548678563896,0.04215966676917369,0.006680281710861949,-0.053760194559546955,-0.04490841434154905,-0.008940889469361196,-0.08788787581512,0.06705212211219237,0.061907458325674784,0.17203845352960903,-0.16417346736404415,-0.09393969361435142,0.17733668541022496,0.25014290499404257,-0.06175443740819983,0.1269252448669846,-0.06372676382101765,0.024237257067739396,0.018946313949852495,-0.17030312034146633,-0.03397693274422835,0.05396443624789498,-0.008363033230484788,-0.09003989233324133,0.05350540005625707,-0.04833427877589822,0.12128837942900804,-0.009796582816395082,0.010868472701270428,0.14309136570869996,-0.009125162624944443,-0.001346088609522171,-0.09004213301581049,0.0014285897953682167,0.08964035487159974,0.08476800828818473,-0.08537000346694361,0.11500930353295585,0.02069992626634211,0.004480785115651649,-0.059176124849838634,-0.03774529474084857,0.19671954817751672,-0.07681800298577478,0.12808921277118948,-0.04867192004932527,0.043781151500813804,-0.2726251442903302,0.09072820876291218,-0.11686922302666515,-0.16538912962031382,0.19949562730535847,-0.004444845726623091,-0.017718067781139595,0.1380705983409764,-0.17063778697053045,-0.29838755007501105,0.07212697304381624,0.09239432463694724,-0.08025242976151777,0.06729326921074738,0.04316554675586348,-0.15608824995313939,0.17458548621588046,0.1414932856371153,-0.09973459584159411,-0.1250135439290001,-0.13014707332482106,-0.11615704766214902,0.029180634879809052,0.12232821410658899,0.06344927395719295
0.06521663282808926,-0.11851350484846034,-0.047320310740759736,0.009893026255406251,0.018207319461121432,0.015155454660219364,0.08688424108881959,0.14470875064811708,0.26551148214891795,-0.1008706293030572,-0.23605847214562153,-0.23143082419859112,-0.15627052337009684,0.07001498896035982,0.16418633995450033,0.009836666762793406,0.024652022099966163,0.056768106826606414,0.13007988824247185,-0.11448697772679389,-0.10077337774635511,0.096387900209454,-0.08148804237557983,0.028971303779380873,0.07398916049528106,0.0345727379640272,0.01827379175059237,-0.02218335961438228,0.06818679231536684,-0.013614253026374177,-0.010109598886003712,0.05298841740695294,-0.09073161484487127,-0.0769139411909145,-0.009949495708316797,0.11399932104102058,0.042401039925380316,0.018106332788607314,0.16067783717111456,-0.04391489150103546,0.0044041289904175746,0.06364553112519131,0.08922293288866305,0.0398034326159349,0.03397505594610439,-0.038161563715773957,-0.09143873605161443,0.03141896614503333,0.026731967427983342,-0.08321431508386926,0.029700359791907632,-0.03673469086665973,0.05863148083491061,0.0029498185679761434,0.023034290893207496,-0.03304284176696094,0.03159000617134453,-0.02940273235090897,-0.04433035361128871,0.05347470414091097,-0.011400702342657108,-0.06728587409795854,-0.04079386561324781,0.013748612568422823,-0.05081053142258016,-0.06111464352339889,0.003943290279278158,-0.1339602446039253,0.062222126171768845,0.05147361540936663,0.03182296358043158,-0.013201903692034165,0.005055569867790412,-0.11721082440027575,-0.011955208464637455,-0.02572969170273364,-0.09022300663062142,-0.08345977964594437,0.09602648400558877,-0.025388895314135598,-0.06937397432051479,-0.022069565423574855,0.09851074073771761,0.0455166448360304,0.06663896937605665
-0.11177869083413675,0.06612101633682964,0.020831727670982885,0.028733751270073715,0.036615207869495195,0.19696892831944599,-0.10417576014148328,0.029797992632047493,-0.020304480896289986,0.08182952158165636,0.03395751220201271,-0.08810825294185361,0.1215389122828778,-0.09990718597465788,-0.06201665780128027,0.0609364168593023,0.12463824084820851,-0.05643187015575975,0.13644373543892693,-0.19448973211889897,0.05586514393796299,0.07550090896833009,0.15146098162568186,0.16986956382755297,0.18449516264434382,0.03134217441362872,-0.021650233969398427,-0.021975265327891978,-0.002518689125951063,-0.13571007011271277,0.04350562010350994,-0.019693972920484748,0.15103929071852384,0.02852700907011338,0.018063074050096765,0.04276699911950881,0.19479151760539276,-0.13298276549701857,0.048221284466555936,-0.02215126008827186,-0.03130614809683706,0.011584402430441464,0.10346267419850164,-0.06237681896791252,0.021481964724086346,0.07798126442024103,0.06162775038905349,-0.0009415681603465939,-0.01475725507564199,0.03052129013299724,-0.03346593778758228,-0.016617739029210585,0.00445071134686939,-0.02977576890257178,-0.04609401781096837,-0.04380187446060699,0.07678809558533367,-0.03546443670555187,-0.06274548176458244,-0.10265880483118174,-0.03530856026747607,0.0885120508888863,-0.013476555153230391,-0.01406029828099771,-0.11942625375394766,0.025340821394298697,0.0752663116614656,-0.0163399874690867,-0.0783508418206077,-0.0009181185514374642,-0.06864656077236293,0.019124116684521096,0.06929835344986458,0.07091987599985504,-0.09849539018159302,0.04527542462547737,0.1051707909410548,0.09119453812055126,0.09199981373637002,0.05296492507948006,0.004648205457069855,0.10290495891047896,0.1591075705944893,0.06187757325673886,0.034149747875074694
