CASE_ID;BREED;GENDER_01;AGEATSURGERYmo;BODYWEIGHTKG;Taglia;BCS;INDICATIONFORTHR;HIPRL;YEAR;n_luxation;GENERATION;STEMSIZE;CUPSIZE;NECKSIZE;HEADSIZE;ALO;CUPRETROVERSION;STEMANTEVERSIONREAL;RECTUSFEMORISM.RELEASE;first_lux_days_after_thr;DIRECTION;LUX_01;LUX_CR
1680;10;0;40,2666666666667;32;1;5;4;L;2009;;4;MEDIUM;3;4;0;41;17;46,7;NO;;;0;0
1681;10;0;88,5;40;1;6;4;L;2009;;4;MEDIUM;3;5;0;46;12;33,3;NO;;;0;0
1682;13;0;9,33333333333333;50;1;6;4;R;2009;;4;LARGE;6;5;1;48;20;27,7;NO;;;0;0
1683;11;1;71,9;21;1;5;4;L;2009;;4;X-SMALL;1;3;0;50;18;31,3;NO;;;0;0
1684;1;0;16;24;1;5;4;L;2009;;4;MEDIUM;3;4;0;43;30;37,3;NO;;;0;0
1685;2;0;17,1666666666667;28;1;5;4;R;2009;;4;SMALL;2;4;0;43;26;19,2;NO;;;0;0
1686;8;0;80,9333333333333;59;1;6;4;R;2009;;4;LARGE;6;5;1;43;15;31,3;NO;;;0;0
1687;10;0;73,9333333333333;35;1;5;4;L;2009;;4;MEDIUM;3;4;0;41;23;33,3;NO;;;0;0
1688;10;0;79,5333333333333;35;1;5;4;R;2009;;4;MEDIUM;3;4;0;41;15;35,3;NO;;;0;0
1689;10;1;89,4;37,6;1;6;4;R;2009;;4;SMALL;2;4;0;45;19;35,3;NO;;;0;0
1690;10;1;67,6333333333333;36;1;6;4;L;2009;;4;MEDIUM;3;4;0;50;18;22,5;NO;;;0;0
1691;5;0;132,466666666667;54;1;7;4;L;2008;;3;LARGE;6;6;1;48;20;31,3;NO;;;0;0
1692;10;0;106,366666666667;48;1;6;1;R;2008;;3;MEDIUM;3;5;0;46;8;31,3;NO;;;0;0
1693;10;1;69,9;35,5;1;7;4;L;2008;;3;LARGE;2;5;0;45;10;31,3;NO;;;0;0
1694;11;0;10,2;15;0;5;4;L;2008;;3;SMALL;2;3;0;43;40;27,7;NO;;;0;0
1695;10;1;57,9666666666667;27;1;5;4;L;2008;;3;MEDIUM;2;4;0;48;20;27,7;NO;;;0;0
1696;5;0;93,9;41;1;6;4;R;2008;;3;LARGE;3;4;0;49;21;22,5;NO;;;0;0
1697;5;0;12,1333333333333;43;1;7;4;L;2008;;3;LARGE;6;4;1;51;15;25,9;NO;;;0;0
1698;10;0;82,1333333333333;32;1;6;4;L;2008;;3;MEDIUM;2;4;0;48;14;25,9;NO;;;0;0
1699;8;1;8,7;30;1;5;4;R;2008;;3;LARGE;3;4;0;39;5;13,1;NO;;;0;0
1700;8;1;9,86666666666667;30;1;5;4;L;2008;;3;LARGE;3;4;0;48;18;27,7;NO;;;0;0
1701;2;0;127,833333333333;28;1;5;4;R;2008;;3;SMALL;2;3;0;50;12;29,5;NO;;;0;0
1702;5;0;70,5333333333333;39,5;1;6;4;L;2008;;3;LARGE;3;4;0;50;22;31,3;NO;;;0;0
1703;10;0;94,8666666666667;36;1;5;4;R;2008;;3;MEDIUM;3;4;0;45;13;35,3;NO;;;0;0
1704;5;0;79,4333333333333;39,5;1;6;4;R;2008;;3;MEDIUM;3;4;0;43;15;22,5;NO;;;0;0
1705;5;1;10,5666666666667;28,5;1;5;4;L;2008;;3;MEDIUM;2;4;0;48;15;29,5;NO;;;0;0
1706;10;1;67,8333333333333;31;1;6;4;R;2008;;3;MEDIUM;3;4;0;47;23;14,6;NO;;;0;0
1707;10;1;7,96666666666667;28;1;5;4;L;2008;;3;MEDIUM;2;4;0;43;18;29,5;NO;;;0;0
1708;10;1;8,9;30;1;6;4;R;2008;;3;MEDIUM;3;4;0;43;29;25,9;NO;;;0;0
1709;5;1;83,5;30;1;5;4;L;2008;;3;LARGE;3;4;0;49;13;31,3;NO;;;0;0
1710;3;0;17,8;30;1;6;3;R;2008;;3;MEDIUM;2;3;0;47;13;24,2;NO;;;0;0
1711;1;0;20,5333333333333;28;1;5;4;R;2008;;3;SMALL;3;4;0;48;35;24,2;NO;;;0;0
1712;5;0;20,5666666666667;33;1;6;4;L;2008;;3;LARGE;6;4;1;44;24;33,3;NO;;;0;0
1713;5;1;79,9;40;1;6;4;L;2008;;3;LARGE;3;5;0;45;20;25,9;NO;;;0;0
1714;11;0;100,033333333333;24;1;5;4;L;2008;;3;SMALL;1;4;0;41;8;22,5;NO;;;0;0
1715;9;1;77,8333333333333;32;1;5;4;L;2008;;3;SMALL;2;4;0;52;29;29,5;NO;;;0;0
1716;10;0;98,6333333333333;47;1;7;4;R;2008;;3;MEDIUM;3;4;0;47;15;25,9;NO;;;0;0
1717;8;0;51,4;50;1;6;4;R;2008;;3;LARGE;6;4;1;43;17;7,1;NO;;;0;0
1718;5;0;25,6333333333333;36,5;1;6;4;R;2008;;3;LARGE;3;4;0;48;20;29,5;NO;;;0;0
1719;5;0;45,5;40;1;6;4;R;2008;;3;LARGE;3;5;0;42;21;14,6;NO;;;0;0
1720;10;1;6,7;21;1;5;4;R;2008;;3;SMALL;2;3;0;44;17;33,3;NO;;;0;0
1721;10;1;8,03333333333333;23,5;1;5;4;L;2008;;3;MEDIUM;2;3;0;45;20;27,7;NO;;;0;0
1722;10;1;38,8666666666667;31;1;6;1;L;2008;;3;MEDIUM;2;4;0;45;16;39,5;NO;;;0;0
1723;10;0;116;30;1;5;4;L;2008;;3;LARGE;3;4;0;44;22;27,7;NO;;;0;0
1724;5;0;8,13333333333333;26;1;5;4;L;2008;;3;MEDIUM;3;4;0;44;27;29,5;NO;;;0;0
1725;8;1;101,666666666667;33;1;5;4;L;2008;;3;MEDIUM;2;4;0;43;13;41,7;NO;;;0;0
1726;9;0;100,666666666667;43;1;5;1;L;2008;;3;LARGE;3;6;0;43;16;22,5;NO;;;0;0
1727;3;0;11,2333333333333;45;1;5;4;L;2008;;3;LARGE;3;5;0;45;15;31,3;NO;;;0;0
1728;5;1;94,7;40;1;6;4;R;2008;;3;LARGE;3;4;0;44;10;22,5;NO;;;0;0
1729;5;0;120,8;26;1;5;4;L;2008;;3;MEDIUM;3;5;0;48;22;22,5;NO;;;0;0
1730;12;0;7,66666666666667;35;1;5;4;L;2008;;3;MEDIUM;3;4;0;51;9;29,5;NO;;;0;0
1731;12;0;8,73333333333333;35;1;5;4;R;2008;;3;MEDIUM;3;4;0;43;17;17,7;NO;;;0;0
1732;10;0;74,0666666666667;36;1;6;4;L;2008;;3;MEDIUM;3;4;0;41;22;19,2;NO;;;0;0
1733;8;0;77,6666666666667;46;1;5;4;L;2008;;3;LARGE;6;5;1;42;14;37,3;NO;;;0;0
1734;5;1;36,5666666666667;32;1;6;4;R;2008;;3;LARGE;3;4;0;45;32;24,2;NO;;;0;0
1735;5;1;74,7;32;1;6;4;L;2008;;3;MEDIUM;3;4;0;43;26;37,3;NO;;;0;0
1736;9;0;7,6;35;1;6;4;R;2008;;3;LARGE;6;4;1;42;19;27,7;NO;;;0;0
1737;5;1;11,9333333333333;27;1;5;4;L;2008;;3;MEDIUM;2;4;0;45;15;27,7;NO;;;0;0
1738;10;1;50,9666666666667;39;1;6;4;R;2008;;3;MEDIUM;3;4;0;46;16;31,3;NO;;;0;0
1739;10;1;54,2333333333333;39;1;6;4;L;2008;;3;MEDIUM;3;4;0;40;17;24,2;NO;;;0;0
1740;5;1;52,3333333333333;36;1;6;4;L;2008;;3;MEDIUM;3;4;0;47;28;35,3;PARTIAL;;;0;0
1741;12;1;65,9333333333333;31;1;5;4;L;2008;;3;LARGE;2;4;0;45;12;27,7;NO;;;0;0
1742;5;0;9,36666666666667;33,6;1;6;4;L;2008;;3;LARGE;3;4;0;40;27;27,7;NO;;;0;0
1743;5;0;10,6;34,7;1;6;4;R;2008;;3;LARGE;3;4;0;45;30;22,5;NO;;;0;0
1744;8;0;23,4;48;1;6;4;R;2008;;3;LARGE;3;4;0;45;17;19,2;NO;;;0;0
1745;10;1;8,46666666666667;30;1;7;4;R;2008;;3;MEDIUM;3;4;0;48;12;29,5;NO;;;0;0
1746;10;1;9,76666666666667;33;1;7;4;L;2008;;3;MEDIUM;3;4;0;50;20;31,3;NO;;;0;0
1747;10;1;10,9666666666667;22;1;5;4;R;2008;;3;SMALL;2;3;0;50;20;22,5;NO;;;0;0
1748;10;0;99,5;40;1;6;4;L;2008;;3;LARGE;3;5;0;45;20;31,3;NO;;;0;0
1749;5;0;84,0333333333333;40;1;6;4;R;2008;;3;LARGE;3;4;0;48;20;17,7;NO;;;0;0
1750;5;1;8,5;23,5;1;5;4;L;2008;;3;MEDIUM;2;4;0;46;16;31,3;NO;;;0;0
1751;5;1;21,9;22;1;5;4;L;2008;;3;MEDIUM;2;3;0;43;22;25,9;NO;;;0;0
1752;5;1;8,8;29;1;5;4;L;2008;;3;MEDIUM;3;4;0;43;8;27,7;NO;;;0;0
1753;10;0;37,9;42;1;6;4;R;2008;;3;MEDIUM;2;4;0;46;15;22,5;NO;;;0;0
1754;5;0;10,1333333333333;37,5;1;6;4;L;2008;;3;LARGE;3;4;0;49;15;24,2;NO;;;0;0
1755;3;1;12,2;35;1;5;4;R;2008;;3;LARGE;5;4;0;40;23;24,2;NO;;;0;0
1756;10;1;7,2;23;1;5;3;R;2008;;3;MEDIUM;2;4;0;44;17;27,7;NO;;;0;0
1757;10;1;87,1666666666667;32;1;6;4;R;2008;;3;MEDIUM;3;3;0;46;15;31,3;NO;;;0;0
1758;7;0;67,4;72;1;7;4;L;2008;;3;LARGE;6;5;1;41;13;24,2;NO;;;0;0
1759;10;1;32,0666666666667;32;1;6;4;R;2008;;3;MEDIUM;2;4;0;47;33;37,3;NO;;;0;0
1760;5;1;81,4333333333333;44,5;1;7;4;R;2008;;3;LARGE;3;5;0;46;10;35,3;NO;;;0;0
1761;10;1;11,0333333333333;25;1;5;4;R;2008;;3;SMALL;2;4;0;42;26;39,5;NO;;;0;0
1762;10;1;13,2;27;1;5;4;L;2008;;3;SMALL;2;4;0;45;18;31,3;NO;;;0;0
1763;8;1;65,4;45;1;6;4;L;2008;;3;LARGE;3;4;0;48;9;20,8;NO;;;0;0
1764;8;1;69,2666666666667;43;1;6;4;R;2008;;3;LARGE;6;4;1;48;16;27,7;NO;;;0;0
1765;1;0;8,83333333333333;17;0;5;4;R;2008;;3;X-SMALL;1;3;0;48;12;27,7;NO;;;0;0
1766;1;0;12,9;19,4;0;5;4;L;2008;;3;SMALL;2;3;0;45;15;20,8;NO;;;0;0
1767;10;1;34,2666666666667;35;1;6;4;L;2008;;3;MEDIUM;3;4;0;45;7;37,3;NO;;;0;0
1768;6;0;69,1333333333333;30;1;6;4;L;2008;;3;SMALL;2;4;0;46;24;31,3;NO;;;0;0
1769;10;1;9,9;33;1;7;4;L;2008;;3;MEDIUM;3;4;0;52;23;27,7;NO;;;0;0
1770;11;0;48,0666666666667;25;1;5;4;L;2008;;3;MEDIUM;2;3;0;46;34;20,8;NO;;;0;0
1771;5;0;82,6;45;1;6;4;R;2008;;3;LARGE;3;5;0;50;24;25,9;NO;;;0;0
1772;5;0;85,8333333333333;37;1;5;4;L;2008;;3;LARGE;3;6;0;48;24;27,7;NO;;;0;0
1773;9;0;9,93333333333333;50;1;7;4;L;2008;;3;LARGE;6;4;1;47;9;17,7;NO;;;0;0
1774;5;1;8,53333333333333;26;1;5;4;L;2008;;3;MEDIUM;2;4;0;46;16;17,7;NO;;;0;0
1775;12;1;14,2333333333333;33;1;5;4;L;2008;;3;MEDIUM;3;4;0;45;32;31,3;NO;;;0;0
1776;5;0;13,3;38;1;5;4;R;2008;;3;LARGE;3;4;0;51;18;31,3;NO;;;0;0
1777;5;1;64,1;29,5;1;5;4;R;2008;;3;MEDIUM;2;3;0;51;23;19,2;NO;;;0;0
1778;2;1;9,96666666666667;20;0;5;4;R;2008;;3;SMALL;1;3;0;48;4;14,6;NO;;;0;0
1779;5;0;79,7;31;1;5;4;L;2008;;3;MEDIUM;2;4;0;46;23;33,3;NO;;;0;0
1780;5;0;84,6666666666667;31;1;5;4;R;2008;;3;MEDIUM;3;5;0;50;28;31,3;NO;;;0;0
1781;5;0;9,43333333333333;29;1;5;4;L;2008;;3;MEDIUM;2;4;0;49;26;31,3;NO;;;0;0
1782;7;0;55,1333333333333;59;1;6;1;R;2008;;3;LARGE;8;6;1;47;20;27,7;NO;;;0;0
1783;13;0;7,93333333333333;46;1;5;4;L;2008;;3;LARGE;6;5;1;51;35;27,7;NO;;;0;0
1784;10;0;7,96666666666667;27;1;5;4;R;2008;;3;SMALL;2;4;0;47;9;20,8;NO;;;0;0
1785;10;0;8,6;28;1;5;4;L;2008;;3;SMALL;2;4;0;47;15;31,3;NO;;;0;0
1786;10;0;141,733333333333;34;1;5;4;R;2008;;3;MEDIUM;3;4;0;49;13;25,9;NO;;;0;0
1787;10;1;11,0666666666667;23;1;5;4;R;2008;;3;SMALL;1;3;0;45;14;35,3;NO;;;0;0
1788;5;1;143,766666666667;33;1;5;4;R;2008;;3;MEDIUM;3;5;0;43;15;27,7;NO;;;0;0
1789;10;0;12,0333333333333;42;1;6;4;R;2008;;3;LARGE;3;4;0;42;35;24,2;NO;;;0;0
1790;6;1;105,6;21;1;5;4;R;2008;;3;SMALL;2;3;0;48;26;20,8;NO;;;0;0
1791;6;0;90,6;23;1;5;4;R;2008;;3;SMALL;2;3;0;43;17;31,3;NO;;;0;0
1792;10;1;62,9666666666667;36;1;7;4;R;2008;;3;MEDIUM;3;4;0;45;7;14,6;NO;;;0;0
1793;3;0;48,4;39;1;5;4;R;2007;;3;MEDIUM;3;4;0;42;9;14,6;NO;;;0;0
1794;10;0;10,2333333333333;34;1;5;4;L;2007;;3;MEDIUM;2;4;0;46;12;25,9;NO;;;0;0
1795;5;0;99,6;46;1;7;4;R;2007;;3;LARGE;8;6;1;49;24;35,3;NO;;;0;0
1796;10;1;17,3;31;1;6;4;L;2007;;3;SMALL;2;4;0;45;16;31,3;NO;;;0;0
1797;10;0;83,9666666666667;44,5;1;7;1;L;2007;;3;MEDIUM;2;4;0;42;14;25,9;NO;;;0;0
1798;11;1;36,8666666666667;19,8;0;5;4;R;2007;;3;X-SMALL;1;3;0;48;40;55,5;NO;;;0;0
1799;11;1;40,9333333333333;17,7;0;5;4;L;2007;;3;X-SMALL;1;3;0;50;30;41,7;NO;;;0;0
1800;11;1;14,0333333333333;24,3;1;5;4;R;2007;;3;SMALL;1;3;0;43;4;22,5;NO;;;0;0
1801;3;0;9,06666666666667;23,5;1;5;4;R;2007;;3;SMALL;2;3;0;45;20;31,3;NO;;;0;0
1802;9;1;8,4;30;1;5;4;L;2007;;3;MEDIUM;2;4;0;46;11;29,5;NO;;;0;0
1803;9;1;9,53333333333333;30;1;5;4;R;2007;;3;MEDIUM;2;4;0;45;15;31,3;NO;;;0;0
1804;6;0;24,5666666666667;20;0;5;4;R;2007;;3;SMALL;2;3;0;48;13;27,7;NO;;;0;0
1805;5;1;8,36666666666667;26,4;1;6;4;R;2007;;3;MEDIUM;2;4;0;48;11;20,8;NO;;;0;0
1806;5;1;9,33333333333333;26;1;6;4;L;2007;;3;MEDIUM;2;4;0;48;12;27,7;NO;;;0;0
1807;10;0;39,7333333333333;35;1;5;4;L;2007;;3;MEDIUM;2;4;0;47;15;31,3;NO;;;0;0
1808;5;0;97,0666666666667;42;1;6;4;R;2007;;3;LARGE;3;5;0;44;30;31,3;NO;;;0;0
1809;5;1;8,33333333333333;27;1;5;4;R;2007;;3;MEDIUM;2;4;0;48;25;29,5;NO;;;0;0
1810;5;1;65,5333333333333;34;1;5;4;R;2007;;3;LARGE;3;4;0;51;18;27,7;NO;;;0;0
1811;5;1;71,1333333333333;35;1;5;4;L;2007;;3;LARGE;3;4;0;45;13;22,5;NO;;;0;0
1812;5;0;105,633333333333;37;1;5;4;R;2007;;3;MEDIUM;3;4;0;46;25;27,7;NO;;;0;0
1813;5;0;93,5666666666667;36;1;5;4;L;2007;;3;MEDIUM;3;4;0;43;34;27,7;NO;;;0;0
1814;5;0;98,2;35;1;5;4;R;2007;;3;MEDIUM;3;4;0;48;20;27,7;NO;;;0;0
1815;3;0;8,33333333333333;25;1;5;4;L;2007;;3;MEDIUM;2;4;0;43;29;27,7;NO;;;0;0
1816;10;1;55,7;31;1;6;4;L;2007;;3;MEDIUM;2;4;0;49;20;35,3;NO;;;0;0
1817;5;1;95,9333333333333;45;1;6;4;R;2007;;3;LARGE;6;5;1;49;20;14,6;NO;;;0;0
1818;10;0;9,1;21;1;5;4;R;2007;;3;SMALL;2;4;0;43;22;31,3;NO;;;0;0
1819;3;0;47,2;51;1;6;4;L;2007;;3;LARGE;6;5;1;46;23;27,7;NO;;;0;0
1820;5;0;77,5333333333333;48;1;6;4;R;2007;;3;LARGE;3;5;0;45;10;24,2;NO;;;0;0
1821;6;0;89,4333333333333;27;1;5;4;R;2007;;3;MEDIUM;2;4;0;45;15;2,7;NO;;;0;0
1822;5;1;8,73333333333333;24;1;5;4;L;2007;;3;SMALL;2;3;0;50;14;24,2;NO;;;0;0
1823;5;1;9,5;25,5;1;5;4;R;2007;;3;MEDIUM;2;4;0;48;10;22,5;NO;;;0;0
1824;1;0;7,83333333333333;20;0;5;4;L;2007;;3;SMALL;3;3;0;45;31;27,7;NO;;;0;0
1825;5;1;103,766666666667;30;1;5;4;R;2007;;3;MEDIUM;3;4;0;46;18;14,6;NO;;;0;0
1826;3;1;21,1666666666667;51;1;6;3;R;2007;;3;LARGE;3;5;0;48;3;4,2;NO;;;0;0
1827;10;0;8,66666666666667;27,3;1;5;4;L;2007;;3;MEDIUM;1;4;0;43;9;1,7;NO;;;0;0
1828;3;1;93,7333333333333;30;1;6;4;R;2007;;3;SMALL;2;4;0;50;20;22,5;NO;;;0;0
1829;8;0;9,4;44;1;6;4;R;2007;;3;LARGE;3;4;0;46;25;22,5;NO;;;0;0
1830;8;0;62,1;53;1;6;4;R;2007;;3;LARGE;3;4;0;50;18;22,5;NO;;;0;0
1831;7;0;11,5333333333333;60;1;7;4;L;2007;;3;LARGE;6;5;1;45;15;31,3;NO;;;0;0
1832;10;1;87;35;1;6;4;L;2007;;3;MEDIUM;3;4;0;43;30;24,2;NO;;;0;0
1833;3;0;9,6;40;1;6;4;R;2007;;3;LARGE;3;4;0;49;0;33,3;NO;;;0;0
1834;9;1;31,6;38;1;5;4;R;2007;;3;MEDIUM;2;4;0;47;16;27,7;NO;;;0;0
1835;9;1;26,2333333333333;48;1;5;4;L;2007;;3;LARGE;3;4;0;45;0;25,9;NO;;;0;0
1836;12;1;115;31;1;5;4;L;2007;;3;MEDIUM;2;4;0;49;18;24,2;NO;;;0;0
1837;12;1;118,266666666667;33;1;5;4;R;2007;;3;MEDIUM;2;4;0;49;14;20,8;NO;;;0;0
1838;8;1;7,73333333333333;30;1;6;4;R;2007;;3;MEDIUM;2;4;0;46;12;17,7;NO;;;0;0
1839;8;1;9,13333333333333;33;1;6;4;L;2007;;3;MEDIUM;2;4;0;48;16;31,3;NO;;;0;0
1840;5;1;7,96666666666667;25;1;5;4;L;2007;;3;MEDIUM;3;4;0;36;17;27,7;NO;;;0;0
1841;5;1;9,43333333333333;28;1;5;4;R;2007;;3;MEDIUM;2;4;0;45;22;35,3;NO;;;0;0
1842;1;0;54,1666666666667;45;1;6;4;L;2007;;3;MEDIUM;3;4;0;45;25;20,8;NO;;;0;0
1843;5;0;110,6;29;1;5;4;R;2007;;3;MEDIUM;3;5;0;48;30;14,6;NO;;;0;0
1844;5;1;6,1;17;0;5;4;L;2007;;3;MEDIUM;2;4;0;45;18;33,3;NO;;;0;0
1845;3;0;95,4;58;1;5;4;R;2007;;3;LARGE;6;6;1;50;16;22,5;NO;;;0;0
1846;5;1;61,6666666666667;40;1;7;4;R;2007;;3;LARGE;3;4;0;46;21;11,5;NO;;;0;0
1847;13;1;59,1;49;1;5;4;R;2007;;3;LARGE;3;4;0;52;30;31,3;NO;;;0;0
1848;5;0;69,8666666666667;42;1;6;4;R;2007;;3;LARGE;3;5;0;44;27;24,2;NO;;;0;0
1849;12;1;61,5333333333333;31;1;5;4;R;2007;;3;MEDIUM;2;4;0;47;15;24,2;NO;;;0;0
1850;10;1;88,4333333333333;45;1;7;4;L;2007;;3;MEDIUM;3;5;0;50;20;22,5;NO;;;0;0
1851;8;1;72,8666666666667;42;1;5;4;R;2007;;3;LARGE;3;4;0;43;0;31,3;NO;;;0;0
1852;8;0;15,3;42;1;5;4;L;2007;;3;LARGE;3;4;0;43;12;17,7;NO;;;0;0
1853;12;0;27,4;35;1;5;4;R;2007;;3;MEDIUM;2;4;0;43;10;31,3;NO;;;0;0
1854;10;0;95,0666666666667;40;1;6;4;R;2007;;3;LARGE;3;4;0;39;14;13,1;NO;;;0;0
1855;5;0;73,1333333333333;40;1;6;4;L;2007;;3;LARGE;3;4;0;47;32;17,7;NO;;;0;0
1856;3;0;40,8;63;1;5;4;R;2007;;3;LARGE;8;6;1;44;11;17,7;NO;;;0;0
1857;8;1;13,6;37;1;5;4;R;2007;;3;MEDIUM;3;4;0;47;16;22,5;NO;;;0;0
1858;5;1;20,0333333333333;23;1;5;4;R;2007;;3;MEDIUM;2;3;0;49;24;22,5;NO;;;0;0
1859;12;1;51,4;37;1;5;4;L;2007;;3;LARGE;3;4;0;47;26;24,2;NO;;;0;0
1860;1;0;12,4666666666667;19,5;0;5;4;R;2007;;3;X-SMALL;1;3;0;47;8;27,7;NO;;;0;0
1861;10;1;108,066666666667;34,5;1;6;4;R;2007;;3;MEDIUM;2;4;0;40;12;31,3;NO;;;0;0
1862;10;1;10,6333333333333;30;1;6;4;R;2007;;3;MEDIUM;2;4;0;50;21;24,2;NO;;;0;0
1863;10;1;8,63333333333333;30;1;7;4;R;2007;;3;MEDIUM;2;4;0;45;15;20,8;NO;;;0;0
1864;5;0;64,4;38;1;6;4;R;2007;;3;LARGE;3;5;0;49;15;27,7;NO;;;0;0
1865;13;1;77,2666666666667;44,5;1;5;4;R;2007;;3;MEDIUM;3;5;0;42;20;19,2;NO;;;0;0
1866;7;1;60,7666666666667;51,5;1;6;4;R;2007;;3;LARGE;3;5;0;49;11;11,5;NO;;;0;0
1867;10;0;9,5;28;1;5;4;R;2007;;3;MEDIUM;2;4;0;52;25;22,5;NO;;;0;0
1868;11;1;25,2666666666667;20;0;5;4;L;2007;;3;X-SMALL;1;3;0;46;14;41,7;NO;;;0;0
1869;5;0;41,9333333333333;48;1;6;4;L;2007;;3;LARGE;3;4;0;51;17;19,2;NO;;;0;0
1870;10;0;11,3;29;1;5;4;R;2007;;3;MEDIUM;2;3;0;48;15;31,3;NO;;;0;0
1871;10;0;12,5333333333333;27,3;1;5;4;L;2007;;3;MEDIUM;2;4;0;50;20;31,3;NO;;;0;0
1872;10;0;7,03333333333333;27,6;1;5;4;L;2007;;3;SMALL;2;4;0;41;9;14,6;NO;;;0;0
1873;10;1;61,0333333333333;35;1;6;4;L;2007;;3;SMALL;2;4;0;50;16;31,3;NO;;;0;0
1874;8;0;17,4333333333333;36;1;5;4;L;2007;;3;MEDIUM;2;4;0;50;8;16,1;NO;;;0;0
1875;2;0;11,2;30;1;5;4;L;2007;;3;MEDIUM;3;4;0;41;28;10,1;NO;;;0;0
1876;2;0;14,2;34;1;5;4;R;2007;;3;MEDIUM;3;4;0;44;20;22,5;NO;;;0;0
1877;3;0;46,3;55;1;6;4;L;2007;;3;LARGE;6;5;1;50;11;8,6;NO;;;0;0
1878;10;0;19;38;1;6;4;L;2007;;3;MEDIUM;2;4;0;52;18;17,7;NO;;;0;0
1879;10;1;9,06666666666667;26,8;1;5;4;L;2007;;3;MEDIUM;2;4;0;46;11;31,3;NO;;;0;0
1880;10;1;9,76666666666667;29,6;1;5;4;R;2007;;3;MEDIUM;2;4;0;48;16;24,2;NO;;;0;0
1881;10;1;9,1;27;1;5;4;R;2007;;3;MEDIUM;2;3;0;46;10;7,1;NO;;;0;0
1882;10;1;19,2666666666667;27;1;5;4;L;2007;;3;MEDIUM;2;4;0;39;9;24,2;NO;;;0;0
1883;10;1;9,76666666666667;27;1;5;4;L;2007;;3;MEDIUM;2;4;0;42;10;24,2;NO;;;0;0
1884;5;0;7,93333333333333;28;1;5;4;R;2007;;3;MEDIUM;2;3;0;45;21;31,3;NO;;;0;0
1885;6;0;8,7;18;0;5;4;R;2007;;3;SMALL;1;3;0;51;15;20,8;NO;;;0;0
1886;6;0;9,4;17;0;5;4;L;2007;;3;SMALL;1;3;0;45;20;20,8;NO;;;0;0
1887;9;0;9,66666666666667;42,5;1;6;4;R;2007;;3;LARGE;6;4;1;46;4;22,5;NO;;;0;0
1888;9;0;11,3;43;1;6;4;L;2007;;3;LARGE;6;4;1;48;20;14,6;NO;;;0;0
1889;5;0;101,766666666667;42,5;1;6;4;R;2007;;3;LARGE;3;5;0;45;21;16,1;NO;;;0;0
1890;10;1;9,16666666666667;21;1;5;4;L;2007;;3;SMALL;1;3;0;45;14;39,5;NO;;;0;0
1891;6;1;93,4;21;1;5;4;L;2007;;3;SMALL;2;3;0;43;23;24,2;NO;;;0;0
1892;5;1;10,7666666666667;28,5;1;5;4;R;2007;;3;MEDIUM;3;4;0;50;16;17,7;NO;;;0;0
1893;5;0;7,76666666666667;30;1;6;4;L;2006;;3;MEDIUM;3;4;0;44;14;31,3;NO;;;0;0
1894;5;0;8,7;30;1;6;4;R;2006;;3;MEDIUM;3;4;0;43;30;19,2;NO;;;0;0
1895;5;0;91,9666666666667;46;1;5;4;L;2006;;3;LARGE;6;5;1;40;22;35,3;NO;;;0;0
1896;7;1;90,9;49;1;5;4;L;2006;;3;MEDIUM;3;5;0;44;20;35,3;NO;;;0;0
1897;10;1;15,4333333333333;28;1;5;4;R;2006;;3;SMALL;2;4;0;46;0;17,7;NO;;;0;0
1898;10;0;11,3;31;1;5;4;R;2006;;3;SMALL;2;4;0;48;10;14,6;NO;;;0;0
1899;8;0;77,6;46,5;1;5;4;R;2006;;3;LARGE;3;5;0;45;17;22,5;NO;;;0;0
1900;9;0;9,56666666666667;37,5;1;5;4;L;2006;;3;MEDIUM;6;4;1;41;22;24,2;NO;;;0;0
1901;1;0;14,4666666666667;23;1;5;4;R;2006;;3;SMALL;2;4;0;43;14;24,2;NO;;;0;0
1902;1;0;15,7333333333333;23;1;5;4;L;2006;;3;SMALL;2;4;0;46;8;20,8;NO;;;0;0
1903;3;0;7,2;21;1;5;4;L;2006;;3;SMALL;2;3;0;50;13;25,9;NO;;;0;0
1904;5;1;7,9;25;1;5;4;L;2006;;3;MEDIUM;2;4;0;43;15;31,3;NO;;;0;0
1905;5;1;8,86666666666667;25;1;5;4;L;2006;;3;MEDIUM;2;4;0;43;18;31,3;NO;;;0;0
1906;10;1;5,63333333333333;15,3;0;5;4;R;2006;;3;SMALL;1;4;0;48;12;22,5;NO;;;0;0
1907;5;1;62,8;29,5;1;5;4;R;2006;;3;MEDIUM;3;4;0;48;18;31,3;NO;;;0;0
1908;5;0;21,5666666666667;45;1;6;4;L;2006;;3;MEDIUM;3;4;0;49;15;14,6;NO;;;0;0
1909;12;0;8,4;26,2;1;5;4;R;2006;;3;SMALL;2;4;0;46;22;17,7;NO;;;0;0
1910;2;0;47,8666666666667;31;1;5;4;L;2006;;3;SMALL;2;4;0;45;18;27,7;NO;;;0;0
1911;10;0;36,1333333333333;35;1;5;4;R;2006;;3;MEDIUM;2;4;0;50;17;27,7;NO;;;0;0
1912;10;1;8,66666666666667;32;1;7;4;L;2006;;3;MEDIUM;2;4;0;46;11;35,3;NO;;;0;0
1913;10;1;12,4;35;1;6;4;R;2006;;3;MEDIUM;2;4;0;50;10;31,3;NO;;;0;0
