CASE_ID;BREED;GENDER_01;AGEATSURGERYmo;BODYWEIGHTKG;Taglia;BCS;INDICATIONFORTHR;HIPRL;YEAR;n_luxation;GENERATION;STEMSIZE;CUPSIZE;NECKSIZE;HEADSIZE;ALO;CUPRETROVERSION;STEMANTEVERSIONREAL;RECTUSFEMORISM.RELEASE;first_lux_days_after_thr;DIRECTION;LUX_01;LUX_CR
1;3;0;56,5;31,6;1;5;4;R;2021;;6;MEDIUM;4;4;1;46;15;17,7;NO;;;0;0
2;8;0;9,4;40,9;1;5;4;L;2021;;6;LARGE;6;5;1;40;25;27,7;NO;;;0;0
3;10;0;15,1333333333333;35;1;5;4;R;2021;;6;MEDIUM;4;4;1;42;20;27,7;YES;;;0;0
4;6;0;83,4333333333333;18,7;0;6;4;L;2021;;6;X-SMALL;2;4;0;40;18;24,2;NO;;;0;0
5;5;0;7,53333333333333;36,4;1;4;4;L;2021;;6;LARGE;6;5;1;42;28;25,9;YES;;;0;0
6;11;1;12,2666666666667;21,6;1;5;4;L;2021;;6;SMALL;2;4;0;40;20;27,7;NO;;;0;0
7;5;1;11,6333333333333;27,1;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;13;17,7;YES;;;0;0
8;5;0;95,2666666666667;46,3;1;6;4;R;2021;;6;LARGE;7;5;2;45;24;20,8;NO;;;0;0
9;10;0;6,7;30;1;6;4;L;2021;;6;MEDIUM;4;4;1;45;19;19,2;NO;;;0;0
10;11;1;17,9666666666667;21,4;1;6;4;R;2021;;6;SMALL;2;4;0;44;20;22,5;NO;;;0;0
11;2;0;22,2;24,2;1;5;4;L;2021;;6;X-SMALL;2;4;0;40;23;17,7;YES;;;0;0
12;11;1;13,8;23;1;4;4;L;2021;;6;SMALL;2;4;0;42;20;20,8;YES;;;0;0
13;3;0;43,0333333333333;54;1;5;4;R;2021;;6;XX-LARGE GIANT;9;6;2;44;23;17,7;YES;;;0;0
14;10;0;26,0666666666667;41,6;1;5;4;L;2021;;6;MEDIUM;6;4;1;40;16;24,2;NO;;;0;0
15;12;1;21,7333333333333;32,5;1;6;4;R;2021;;6;MEDIUM;4;4;1;42;18;29,5;YES;;;0;0
16;11;0;14,3333333333333;23;1;5;4;R;2021;;6;X-SMALL;2;4;0;43;24;27,7;YES;;;0;0
17;12;1;30,8;30,7;1;5;4;L;2021;;6;MEDIUM;4;4;1;40;20;1,6;YES;;;0;0
18;11;0;16,1666666666667;24;1;5;4;L;2021;;6;SMALL;2;4;0;40;15;24,2;NO;;;0;0
19;11;1;71,3666666666667;25,5;1;7;4;L;2021;;6;SMALL;2;4;0;46;20;27,7;YES;;;0;0
20;12;1;43,2666666666667;30,8;1;6;4;L;2021;;6;MEDIUM;4;4;1;48;15;31,3;NO;;;0;0
21;10;0;15,5;31;1;5;4;R;2021;;6;SMALL;2;4;0;45;15;20,8;NO;;;0;0
22;2;0;46,8333333333333;27,3;1;4;4;L;2021;;6;MEDIUM;4;4;1;43;18;27,7;NO;;;0;0
23;2;0;17,9;29;1;5;4;L;2021;;6;SMALL;4;4;1;41;14;20,8;NO;;;0;0
24;12;0;58,5;29,3;1;5;4;R;2021;;6;SMALL;2;4;0;42;20;17,7;YES;;;0;0
25;1;0;12,3;30;1;5;4;L;2021;;6;MEDIUM;4;4;1;42;15;24,2;NO;;;0;0
26;11;1;18,9333333333333;21,7;1;4;4;L;2021;;6;SMALL;2;4;0;40;30;14,6;YES;;;0;0
27;5;1;53,8666666666667;30;1;4;4;R;2021;;6;MEDIUM;4;4;1;40;14;27,7;YES;;;0;0
28;12;1;17,7333333333333;27;1;5;4;L;2021;;6;SMALL;2;4;0;42;18;17,7;YES;;;0;0
29;11;0;32,8666666666667;19,2;0;5;4;L;2021;;6;X-SMALL;1;4;0;50;22;20,8;NO;;;0;0
30;10;1;23,0333333333333;30,2;1;5;4;R;2021;;6;SMALL;2;4;0;47;18;27,7;YES;;;0;0
31;10;0;13,0333333333333;33,7;1;5;4;L;2021;;6;MEDIUM;4;4;1;42;26;24,2;YES;;;0;0
32;6;1;40,1666666666667;16,4;0;5;1;L;2021;;6;X-SMALL;1;4;0;48;12;24,2;PARTIAL;;;0;0
33;1;0;9,9;28;1;5;4;L;2021;;6;SMALL;2;4;0;42;30;17,7;NO;;;0;0
34;12;1;66,5666666666667;27;1;5;4;R;2021;;6;MEDIUM;4;4;1;46;18;24,2;YES;;;0;0
35;12;0;12,1666666666667;29,6;1;5;4;L;2021;;6;SMALL;2;4;0;45;20;24,2;PARTIAL;;;0;0
36;12;0;17,0666666666667;33;1;4;4;R;2021;;6;MEDIUM;4;4;1;40;20;22,5;PARTIAL;;;0;0
37;2;1;43,8;36,5;1;6;4;L;2021;;6;LARGE;4;4;1;42;25;24,2;PARTIAL;;;0;0
38;12;0;12,9;32;1;5;4;L;2021;;6;MEDIUM;4;4;1;40;20;27,7;NO;;;0;0
39;3;0;18,1;34,6;1;4;4;R;2021;;6;MEDIUM;4;4;1;46;14;22,5;NO;;;0;0
40;11;1;17,7666666666667;18,3;0;5;4;L;2021;;6;X-SMALL;1;4;0;48;10;27,7;YES;;;0;0
41;6;1;111,033333333333;22,6;1;7;4;R;2021;;6;SMALL;2;4;0;40;20;19,2;NO;;;0;0
42;5;1;89,4333333333333;35;1;5;4;L;2021;;6;LARGE;4;4;1;40;21;24,2;YES;;;0;0
43;12;1;9,16666666666667;31,5;1;5;4;R;2021;;6;MEDIUM;4;4;1;43;25;20,8;NO;;;0;0
44;12;1;41,1333333333333;30,6;1;6;4;R;2021;;6;MEDIUM;4;4;1;45;20;22,5;YES;;;0;0
45;11;1;29;23,3;1;7;4;L;2021;;6;SMALL;2;4;0;47;22;19,2;YES;;;0;0
46;12;0;15,8666666666667;34,5;1;5;4;L;2021;;6;MEDIUM;4;4;1;40;18;20,8;NO;;;0;0
47;2;1;14,2;26,3;1;6;4;R;2021;;6;SMALL;2;4;0;40;20;27,7;NO;;;0;0
48;2;0;34,6;40,8;1;6;4;R;2021;;6;XX-LARGE GIANT;7;5;2;41;25;25,9;NO;;;0;0
49;13;0;63,5666666666667;48,7;1;8;4;L;2021;;6;LARGE;7;5;2;47;24;27,7;NO;;;0;0
50;3;0;11,4;53,5;1;4;4;L;2021;;6;X-LARGE GIANT;7;6;2;40;20;27,7;NO;;;0;0
51;10;1;9,23333333333333;26,6;1;5;4;L;2021;;6;SMALL;2;4;0;40;19;20,8;NO;;;0;0
52;3;1;29,1;30,5;1;4;4;R;2021;;6;MEDIUM;4;4;1;43;22;16,5;NO;;;0;0
53;10;0;73,8;34,5;1;6;4;R;2021;;6;SMALL;2;4;0;43;20;15,9;NO;;;0;0
54;6;0;58,3;26,4;1;6;4;L;2021;;6;SMALL;2;4;0;40;18;20,8;NO;;;0;0
55;11;0;30,8333333333333;19,6;0;5;4;R;2021;;6;X-SMALL;1;4;0;45;24;20,8;YES;;;0;0
56;12;0;53,1666666666667;31,2;1;6;4;R;2021;;6;SMALL;4;4;1;48;20;27,7;YES;;;0;0
57;11;0;79,3666666666667;17,4;0;5;4;R;2021;;6;X-SMALL;1;4;0;40;20;16,5;NO;;;0;0
58;5;0;66,1;39;1;5;4;R;2021;;6;LARGE;7;5;2;45;20;24,2;NO;;;0;0
59;5;0;12,8666666666667;29,7;1;4;4;L;2021;;6;MEDIUM;4;4;1;42;22;22,5;PARTIAL;;;0;0
60;12;0;19,2;39,5;1;6;4;L;2021;;6;MEDIUM;4;5;1;45;20;24,2;NO;;;0;0
61;3;1;55,9666666666667;24,3;1;5;4;L;2021;;6;SMALL;2;4;0;44;20;17,7;PARTIAL;;;0;0
62;3;0;11,1333333333333;33,1;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;22;20,8;NO;;;0;0
63;6;0;46,9666666666667;20,2;1;5;4;L;2021;;6;SMALL;2;4;0;40;15;24,2;NO;;;0;0
64;10;0;90,2666666666667;42,9;1;6;4;L;2021;;6;MEDIUM;7;5;2;43;18;20,8;PARTIAL;;;0;0
65;12;1;14,1333333333333;28,6;1;5;4;R;2021;;6;MEDIUM;4;5;1;45;18;24,2;NO;;;0;0
66;2;0;28,3666666666667;30,5;1;6;4;R;2021;;6;MEDIUM;4;4;1;40;16;19,2;NO;;;0;0
67;5;0;65,2;40,9;1;5;4;R;2021;;6;LARGE;7;5;2;45;24;24,2;PARTIAL;;;0;0
68;10;0;75,7;23,6;1;5;4;L;2021;;6;SMALL;2;4;0;40;26;24,2;NO;;;0;0
69;3;0;17,6333333333333;40;1;5;4;L;2021;;6;X-LARGE GIANT;7;5;2;44;25;19,2;PARTIAL;;;0;0
70;10;0;12,2333333333333;35;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;24;24,2;PARTIAL;;;0;0
71;11;1;58,3666666666667;23,9;1;7;4;R;2021;;6;SMALL;2;4;0;42;25;24,2;PARTIAL;;;0;0
72;6;1;14,1333333333333;19;0;5;4;R;2021;;6;SMALL;2;4;0;42;22;24,2;PARTIAL;;;0;0
73;12;1;7;27,1;1;5;4;L;2021;;6;MEDIUM;4;4;1;45;28;24,2;PARTIAL;;;0;0
74;1;0;7,63333333333333;28,8;1;5;4;R;2021;;6;MEDIUM;4;4;1;42;20;22,5;NO;;;0;0
75;12;1;12,0333333333333;26,5;1;5;4;R;2021;;6;MEDIUM;4;4;1;45;18;24,2;NO;;;0;0
76;12;0;11,0333333333333;38;1;5;4;R;2021;;6;LARGE;7;4;2;44;24;24,2;NO;;;0;0
77;12;0;10,9333333333333;31,5;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;24;24,2;NO;;;0;0
78;12;0;13,6333333333333;35,2;1;5;4;L;2021;;6;MEDIUM;4;4;1;40;18;20,8;PARTIAL;;;0;0
79;10;1;14,7;25;1;5;4;R;2021;;6;SMALL;2;4;0;46;18;14,6;NO;;;0;0
80;2;1;10,1666666666667;27,3;1;5;4;R;2021;;6;MEDIUM;4;4;1;46;10;20,8;NO;;;0;0
81;3;0;66,4666666666667;67;1;5;4;R;2021;;6;XX-LARGE GIANT;9;5;2;46;12;24,2;NO;;;0;0
82;3;0;13,4;55;1;5;4;L;2021;;6;XX-LARGE GIANT;9;5;2;40;20;24,2;NO;;;0;0
83;5;0;11,2333333333333;30,5;1;4;4;R;2021;;6;MEDIUM;4;4;1;40;22;24,2;YES;;;0;0
84;12;0;17,5666666666667;39,3;1;6;4;R;2021;;6;MEDIUM;4;5;1;49;24;19,2;YES;;;0;0
85;11;0;78,9666666666667;25,2;1;5;4;R;2021;;6;MEDIUM;4;4;1;45;10;24,2;NO;;;0;0
86;10;0;31,6666666666667;30,6;1;5;4;L;2021;;6;SMALL;2;4;0;40;10;20,8;NO;;;0;0
87;1;0;13,5333333333333;26;1;5;4;R;2021;;6;SMALL;2;4;0;40;20;20,8;NO;;;0;0
88;12;0;62,1666666666667;26;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;15;22,5;NO;;;0;0
89;10;0;10,6333333333333;31,6;1;6;4;L;2021;;6;SMALL;2;4;0;40;15;20,8;NO;;;0;0
90;10;0;20,6666666666667;40,1;1;5;4;R;2021;;6;MEDIUM;6;4;1;40;20;22,5;NO;;;0;0
91;2;0;24,9;31,8;1;4;4;R;2021;;6;MEDIUM;4;4;1;43;23;24,2;NO;;;0;0
92;2;0;11,1;30,2;1;4;4;R;2021;;6;MEDIUM;4;4;1;40;18;24,2;NO;;;0;0
93;11;1;8,16666666666667;20;0;5;4;R;2021;;6;SMALL;2;4;0;40;28;27,7;NO;;;0;0
94;4;0;100,633333333333;26,6;1;5;4;L;2021;;6;MEDIUM;4;5;1;43;20;27,7;NO;;;0;0
95;10;1;72,9333333333333;29;1;5;4;L;2021;;6;MEDIUM;4;4;1;42;20;27,7;NO;;;0;0
96;9;1;51,9666666666667;43;1;7;4;R;2021;;6;MEDIUM;7;4;2;47;20;19,2;NO;;;0;0
97;1;0;16,9666666666667;16,1;0;5;4;R;2021;;6;X-SMALL;1;4;0;40;16;17,7;NO;;;0;0
98;2;1;38,2;31,4;1;7;4;L;2021;;6;SMALL;2;4;0;40;18;17,7;NO;;;0;0
99;12;1;52,0333333333333;36,1;1;5;4;R;2021;;6;LARGE;7;5;2;40;20;24,2;NO;;;0;0
100;3;1;6,76666666666667;38;1;5;4;R;2021;;6;X-LARGE GIANT;6;5;1;37;30;17,7;NO;;;0;0
101;11;0;71,5;19,5;0;5;4;R;2021;;6;X-SMALL;2;4;0;45;30;24,2;NO;;;0;0
102;10;0;19,7333333333333;29;1;5;4;L;2021;;6;MEDIUM;4;4;1;46;15;20,8;NO;;;0;0
103;12;1;11,8333333333333;28,7;1;5;4;L;2021;;6;MEDIUM;4;5;1;45;20;24,2;NO;;;0;0
104;1;1;60,4666666666667;18,2;0;6;4;R;2021;;6;X-SMALL;1;4;0;40;20;20,8;NO;;;0;0
105;1;0;95,2666666666667;25,3;1;5;4;R;2021;;6;X-SMALL;2;4;0;40;10;14,6;NO;;;0;0
106;1;1;37,3;23,9;1;5;4;R;2021;;6;MEDIUM;4;4;1;45;20;19,2;NO;;;0;0
107;3;0;36,5333333333333;54,5;1;5;4;L;2021;;6;X-LARGE GIANT;9;5;2;46;22;24,2;NO;;;0;0
108;12;0;90;29,7;1;6;4;L;2021;;6;SMALL;2;4;0;40;20;27,7;NO;;;0;0
109;10;1;8,46666666666667;31,8;1;6;4;R;2021;;6;MEDIUM;4;4;1;40;13;17,7;NO;;;0;0
110;12;1;80,8666666666667;27,2;1;5;4;R;2021;;6;MEDIUM;4;4;1;45;15;20,8;NO;;;0;0
111;10;1;118;39,7;1;7;4;L;2021;;6;MEDIUM;7;4;2;45;15;22,5;NO;;;0;0
112;5;0;88,2333333333333;44,3;1;5;4;L;2021;;6;LARGE;7;5;2;43;22;14,6;NO;;;0;0
113;11;1;56,3333333333333;23,6;1;6;4;L;2021;;6;SMALL;2;4;0;40;33;24,2;NO;;;0;0
114;10;1;75;27,6;1;5;4;R;2021;;6;X-SMALL;2;4;0;40;20;24,2;NO;;;0;0
115;11;1;12,1;25;1;5;4;R;2021;;6;SMALL;2;4;0;40;21;17,7;NO;;;0;0
116;9;1;19,7;39,2;1;6;4;L;2021;;6;MEDIUM;7;5;2;45;17;20,8;NO;;;0;0
117;6;0;97;27,6;1;6;4;L;2021;;6;MEDIUM;4;4;1;45;15;20,8;NO;;;0;0
118;3;0;13,7;45,8;1;5;4;L;2021;;6;LARGE;7;5;2;45;15;14,6;NO;;;0;0
119;1;1;71,5333333333333;13,6;0;5;4;L;2021;;6;X-SMALL;1;4;0;47;15;14,6;NO;;;0;0
120;11;1;9,9;25,8;1;5;4;L;2021;;6;MEDIUM;4;4;1;45;22;27,7;NO;;;0;0
121;5;1;82,6;27,5;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;26;27,7;NO;;;0;0
122;12;0;8,86666666666667;30,7;1;5;4;L;2021;;6;MEDIUM;4;4;1;40;26;22,5;NO;;;0;0
123;8;0;47,2666666666667;49,3;1;5;4;L;2021;;6;X-LARGE GIANT;7;5;2;45;20;16,5;NO;;;0;0
124;10;1;13,3333333333333;27,2;1;5;4;L;2021;;6;SMALL;2;4;0;45;15;14,6;NO;;;0;0
125;2;1;9,9;16,8;0;4;4;L;2021;;6;SMALL;1;4;0;43;18;22,5;NO;;;0;0
126;12;1;13,0666666666667;26,4;1;5;4;L;2021;;6;MEDIUM;4;4;1;40;20;19,2;NO;;;0;0
127;3;0;8,73333333333333;36,9;1;5;4;R;2021;;6;MEDIUM;4;4;1;45;26;17,7;NO;;;0;0
128;12;0;12,6333333333333;36,1;1;5;4;L;2021;;6;MEDIUM;4;4;1;42;20;20,8;NO;;;0;0
129;1;0;11,5;26,2;1;5;4;L;2021;;6;SMALL;2;4;0;40;20;24,2;NO;;;0;0
130;11;1;46;21,2;1;5;4;R;2021;;6;X-SMALL;1;4;0;45;18;24,2;NO;;;0;0
131;10;1;21,3666666666667;32,9;1;6;4;L;2021;;6;SMALL;4;4;1;42;22;24,2;NO;;;0;0
132;2;0;22,8;31,7;1;4;4;L;2021;;6;MEDIUM;4;4;1;43;20;22,5;NO;;;0;0
133;2;0;10,1;23;1;5;4;L;2021;;6;SMALL;2;4;0;40;18;22,5;NO;;;0;0
134;3;0;12,7666666666667;46;1;5;4;R;2021;;6;LARGE;7;5;2;40;18;40,8;NO;;;0;0
135;5;1;62,3333333333333;37,5;1;6;4;L;2021;;6;LARGE;4;4;1;40;22;24,2;NO;;;0;0
136;11;1;12,2;20;0;5;4;R;2021;;6;SMALL;2;4;0;45;26;22,5;NO;;;0;0
137;10;0;35,2333333333333;31;1;6;4;R;2021;;6;SMALL;2;4;0;40;10;14,6;NO;;;0;0
138;12;0;15,1;31,8;1;5;4;L;2021;;6;MEDIUM;4;4;1;40;20;20,8;NO;;;0;0
139;5;0;26,2666666666667;30;1;5;4;R;2021;;6;MEDIUM;4;4;1;45;20;20,8;NO;;;0;0
140;10;0;86,6333333333333;39;1;7;4;L;2021;;6;MEDIUM;4;4;1;40;20;20,8;NO;;;0;0
141;10;0;28,2;32;1;5;4;L;2021;;6;SMALL;2;4;0;40;30;17,7;NO;;;0;0
142;8;0;23,1666666666667;39,4;1;5;4;R;2021;;6;LARGE;7;5;2;42;18;27,7;NO;;;0;0
143;12;1;23,5;31,6;1;5;4;L;2021;;6;SMALL;2;4;0;49;25;17,7;NO;;;0;0
144;3;1;29,3;56,2;1;6;4;R;2021;;6;X-LARGE;7;5;2;44;18;17,7;NO;;;0;0
145;5;0;15,9;31,2;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;25;22,5;NO;;;0;0
146;12;1;23,4;30;1;6;4;R;2021;;6;SMALL;2;4;0;45;30;14,6;PARTIAL;;;0;0
147;11;0;69,4;19,5;0;5;4;R;2021;;6;X-SMALL;2;4;0;48;26;22,5;NO;;;0;0
148;5;0;125,233333333333;33,3;1;5;4;R;2021;;6;MEDIUM;7;5;2;44;26;24,2;NO;;;0;0
149;5;1;57,7333333333333;31,3;1;5;4;L;2021;;6;SMALL;4;4;1;40;20;24,2;PARTIAL;;;0;0
150;4;0;11,0333333333333;28,2;1;7;4;R;2021;;6;SMALL;2;4;0;43;18;17,7;NO;;;0;0
151;2;0;26,7333333333333;23,4;1;6;4;R;2021;;6;SMALL;2;4;0;40;14;20,8;NO;;;0;0
152;5;1;73,9666666666667;38,8;1;6;4;R;2021;;6;LARGE;7;5;2;46;14;22,5;NO;;;0;0
153;10;0;49,9333333333333;34,4;1;5;4;R;2021;;6;MEDIUM;4;4;1;43;19;22,5;NO;;;0;0
154;10;0;76,8333333333333;27;1;6;4;L;2021;;6;X-SMALL;2;4;0;43;18;20,8;PARTIAL;;;0;0
155;12;0;76,2;36,5;1;5;4;L;2021;;6;LARGE;7;5;2;46;30;31,3;NO;;;0;0
156;13;1;11,4;50;1;6;4;R;2021;;6;LARGE;7;5;2;45;22;17,7;NO;;;0;0
157;12;1;11,1333333333333;26,5;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;20;14,6;NO;;;0;0
158;3;0;7,06666666666667;36,3;1;5;4;L;2021;;6;MEDIUM;4;4;1;46;24;20,8;NO;;;0;0
159;12;0;13,0666666666667;38,6;1;5;4;R;2021;;6;MEDIUM;4;4;1;40;14;17,7;NO;;;0;0
160;13;0;44,0666666666667;50,2;1;5;4;R;2021;;6;X-LARGE GIANT;7;5;2;48;22;17,7;NO;;;0;0
161;12;0;11;35;1;5;4;R;2021;;6;MEDIUM;4;4;1;42;20;24,2;NO;;;0;0
162;3;0;63,1666666666667;60,2;1;6;4;R;2021;;6;X-LARGE GIANT;9;6;2;40;22;20,8;NO;;;0;0
163;2;1;7,86666666666667;15,9;0;4;4;R;2021;;6;X-SMALL;1;4;0;40;15;17,7;NO;;;0;0
164;1;1;11,3;19;0;4;3;L;2021;;6;SMALL;4;4;1;38;22;20,8;NO;;;0;0
165;3;0;10,8666666666667;37,2;1;5;4;L;2021;;6;MEDIUM;4;4;1;44;26;20,8;NO;;;0;0
166;9;1;67,6;29,4;1;6;4;L;2021;;6;MEDIUM;4;5;1;45;23;22,5;NO;;;0;0
167;5;0;71,9333333333333;42;1;5;4;R;2021;;6;LARGE;7;5;2;45;28;17,7;NO;;;0;0
168;4;1;66,7333333333333;29,6;1;5;4;L;2021;;6;MEDIUM;4;4;1;43;12;17,7;NO;;;0;0
169;11;1;10,4333333333333;19;0;5;4;L;2021;;6;SMALL;2;4;0;45;26;24,2;NO;;;0;0
170;11;0;14,3666666666667;25,5;1;4;4;L;2021;;6;MEDIUM;4;4;1;40;16;24,2;NO;;;0;0
171;11;1;109,733333333333;24,5;1;5;4;R;2021;;6;X-SMALL;1;4;0;45;22;20,8;NO;;;0;0
172;11;1;10,3666666666667;23;1;5;4;L;2021;;6;SMALL;2;4;0;46;22;20,8;NO;;;0;0
173;5;0;14,2333333333333;31;1;5;4;L;2020;;6;MEDIUM;4;4;1;40;25;22,5;NO;;;0;0
174;3;1;7,13333333333333;32,9;1;5;4;R;2015;;5;LARGE;6;5;1;41;20;35,3;NO;;;0;0
175;3;1;10,0666666666667;34;1;5;4;L;2015;;5;LARGE;6;5;1;42;20;35,3;PARTIAL;;;0;0
176;1;1;57,6333333333333;34,8;1;8;4;L;2015;;5;MEDIUM;4;4;1;44;15;24,2;PARTIAL;;;0;0
177;3;0;10,0333333333333;64;1;5;4;L;2015;;5;LARGE;8;5;1;43;22;35,3;PARTIAL;;;0;0
178;2;0;26,0333333333333;33;1;5;4;L;2015;;5;LARGE;6;4;1;47;13;27,7;PARTIAL;;;0;0
179;2;0;23,8;31;1;5;4;R;2015;;5;LARGE;3;4;0;45;15;25,9;PARTIAL;;;0;0
180;3;1;85,5333333333333;54;1;5;1;R;2015;;5;TIGER;10;9;4;45;30;22,5;NO;;;0;0
181;2;1;80,3;34,1;1;5;4;L;2016;;5;MEDIUM;4;5;1;40;20;27,7;YES;;;0;0
182;2;1;71,8333333333333;44,3;1;6;4;L;2016;;5;LARGE;6;5;1;45;18;24,2;PARTIAL;;;0;0
183;1;1;40,1;19,4;0;4;4;L;2016;;5;SMALL;2;4;0;44;20;31,3;PARTIAL;;;0;0
184;2;1;19,6333333333333;25;1;5;4;R;2016;;5;MEDIUM;4;4;1;38;10;22,5;NO;;;0;0
185;3;0;10,9333333333333;40;1;5;3;L;2016;;5;MEDIUM;6;5;1;43;25;35,3;PARTIAL;;;0;0
186;3;1;75,9333333333333;22,1;1;5;4;L;2016;;5;SMALL;2;4;0;47;22;27,7;NO;;;0;0
187;2;0;46,4333333333333;27;1;5;4;R;2016;;5;MEDIUM;3;4;0;46;15;31,3;PARTIAL;;;0;0
188;2;0;101,866666666667;28,7;1;4;4;R;2016;;5;LARGE;4;4;1;42;15;27,7;NO;;;0;0
189;2;0;9,2;31,6;1;5;4;R;2016;;5;LARGE;6;4;1;43;16;35,3;PARTIAL;;;0;0
190;3;0;13,8;41;1;6;4;R;2016;;5;LARGE;6;5;1;44;22;31,3;PARTIAL;;;0;0
191;1;0;43,9;20,3;1;6;1;L;2016;;5;X-SMALL;1;4;0;40;20;27,7;NO;;;0;0
192;4;1;11,0666666666667;29;1;5;4;L;2017;;5;MEDIUM;3;4;0;46;17;25,9;NO;;;0;0
193;1;1;51,5666666666667;19;0;4;4;R;2017;;5;SMALL;2;4;0;44;20;31,3;PARTIAL;;;0;0
194;4;0;9,73333333333333;35,3;1;5;4;R;2017;;5;LARGE;6;4;1;43;20;19,2;PARTIAL;;;0;0
195;3;0;10,2333333333333;25,5;1;5;4;R;2017;;5;SMALL;2;4;0;45;15;14,6;PARTIAL;;;0;0
196;2;1;15,6;30;1;5;4;R;2018;;5;MEDIUM;3;4;0;44;16;22,5;NO;;;0;0
197;2;1;9,2;30,4;1;5;4;L;2018;;5;MEDIUM;3;4;0;45;10;20,8;NO;;;0;0
198;1;1;110,3;23,8;1;4;4;R;2018;;6;SMALL;2;4;0;46;15;22,5;NO;;;0;0
199;4;1;28,2666666666667;27,3;1;5;4;L;2018;;6;MEDIUM;3;4;0;45;25;31,3;NO;;;0;0
200;1;0;79,6666666666667;42,3;1;7;4;R;2018;;6;LARGE;7;5;2;40;26;27,7;NO;;;0;0
201;2;1;11;20,4;1;4;4;R;2018;;6;SMALL;2;4;0;40;20;22,5;NO;;;0;0
202;1;1;107,733333333333;23,5;1;4;4;L;2018;;6;SMALL;2;4;0;46;15;22,5;NO;;;0;0
203;3;1;7,63333333333333;31,6;1;5;4;L;2019;;6;MEDIUM;4;5;1;40;18;20,8;NO;;;0;0
204;2;1;95,5333333333333;31,2;1;4;4;R;2019;;6;MEDIUM;7;5;2;40;22;24,2;NO;;;0;0
205;3;0;45,5;63,7;1;7;4;L;2019;;6;X-LARGE GIANT;7;5;2;45;23;20,8;NO;;;0;0
206;2;0;52,9666666666667;31,3;1;5;4;L;2019;;6;MEDIUM;4;5;1;45;17;20,8;NO;;;0;0
207;3;1;11,2;21,5;1;5;4;R;2019;;6;SMALL;2;4;0;45;18;17,7;NO;;;0;0
208;1;1;44,5;22,7;1;5;4;R;2019;;6;SMALL;2;4;0;48;18;17,7;NO;;;0;0
209;3;0;41,6;59,8;1;7;4;R;2019;;6;X-LARGE GIANT;7;5;2;48;20;17,7;NO;;;0;0
210;1;0;10;20,8;1;4;4;R;2019;;6;SMALL;2;4;0;40;14;22,5;NO;;;0;0
211;3;0;27,2;34;1;5;4;R;2019;;6;MEDIUM;4;4;1;42;22;22,5;NO;;;0;0
212;2;0;23,6;44;1;5;4;R;2019;;6;LARGE;7;5;2;44;20;19,2;NO;;;0;0
213;4;0;97,9333333333333;46;1;7;4;R;2019;;6;LARGE;7;6;2;48;18;11,5;NO;;;0;0
214;1;1;38,4;24;1;5;4;L;2019;;6;MEDIUM;3;4;0;50;14;14,6;PARTIAL;;;0;0
215;2;1;71,8666666666667;32;1;6;4;R;2019;;6;MEDIUM;4;5;1;43;19;19,2;NO;;;0;0
216;2;1;11,3;34,2;1;5;4;R;2019;;6;MEDIUM;4;4;0;45;10;17,7;NO;;;0;0
217;8;0;79,6;56;1;6;4;R;2020;;6;X-LARGE GIANT;9;5;2;46;30;14,6;NO;;;0;0
218;3;1;26,9666666666667;53,4;1;6;4;L;2020;;6;LARGE;7;5;2;45;16;14,6;NO;;;0;0
219;4;0;8,86666666666667;25;1;6;4;L;2020;;6;SMALL;2;4;0;44;16;22,5;NO;;;0;0
220;8;0;40,9;61,5;1;8;4;R;2020;;6;X-LARGE GIANT;9;5;2;46;20;22,5;NO;;;0;0
221;1;0;68;26,5;1;4;4;L;2020;;6;MEDIUM;4;4;1;42;20;20,8;NO;;;0;0
222;3;1;28,6333333333333;54;1;5;4;L;2020;;6;LARGE;7;5;2;45;24;27,7;NO;;;0;0
223;2;0;65,1666666666667;33;1;5;4;R;2020;;6;MEDIUM;4;5;1;42;15;20,8;NO;;;0;0
224;3;0;59,1666666666667;56;1;5;4;L;2020;;6;X-LARGE GIANT;9;6;2;40;22;27,7;NO;;;0;0
225;3;0;41;24,3;1;5;4;L;2020;;6;SMALL;2;4;0;50;15;14,6;NO;;;0;0
226;2;1;34,5333333333333;34,2;1;6;4;L;2020;;6;MEDIUM;4;4;1;46;15;14,6;NO;;;0;0
227;2;1;8;23,7;1;5;4;L;2020;;6;MEDIUM;4;4;1;40;15;20,8;NO;;;0;0
228;3;0;58,0333333333333;30;1;5;4;R;2020;;6;SMALL;2;4;0;40;15;11,5;NO;;;0;0
229;1;1;25,3666666666667;25;1;4;4;L;2020;;6;MEDIUM;4;4;1;42;22;27,7;NO;;;0;0
230;2;1;27,8;24,3;1;6;4;L;2020;;6;SMALL;2;4;0;43;12;17,7;NO;;;0;0
231;2;0;7,93333333333333;22,4;1;5;4;R;2020;;6;SMALL;2;4;0;44;13;17,7;NO;;;0;0
